"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Review of Solar Photovoltaic System Maintenance Strategies","A. Abubakar; C. F. M. Almeida; M. Gemignani","Department of Electrical Engineering and Automation, Escola Politecnica da Universidade de São Paulo, USP, São Paulo, Brazil; Department of Electrical Engineering and Automation, Escola Politecnica da Universidade de São Paulo, USP, São Paulo, Brazil; Department of Electrical Engineering and Automation, Escola Politecnica da Universidade de São Paulo, USP, São Paulo, Brazil","2021 14th IEEE International Conference on Industry Applications (INDUSCON)","10 Sep 2021","2021","","","1400","1407","Generation of energy from renewable energy sources has been gaining momentum and popularity in recent years. This is owing to the global commitment to decelerate global warming, reduce greenhouse gas emission and avoid environmental pollution by cutting down fossil fuel-based generation to the barest minimum. Solar energy generation as an alternative is one of the most common renewable energy generation technologies in the world today. The technology however, has its setbacks and requires constant maintenance in order to maintain high generation efficiency and avoid faults and generation downtime. This study reviews the strategies and methods for mitigating the various faults associated with solar photovoltaic systems. It also attempts examining the effects of these strategies on the overall performance of photovoltaic systems.","","978-1-6654-4118-6","10.1109/INDUSCON51756.2021.9529669","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529669","maintenance;fault;PV system;strategies;mitigation;solar;renewable energy;performance","Photovoltaic systems;Renewable energy sources;Pollution;Greenhouse effect;Conferences;Industry applications;Solar energy","","5","","126","IEEE","10 Sep 2021","","","IEEE","IEEE Conferences"
"Mitigation of PV Voltage Fluctuations using Adaptive Moving Average and Volt-var Control","E. Jiménez-Ortega; S. Santoso; M. Madrigal-Martínez","The University of Texas at Austin, Austin, USA; The University of Texas at Austin, Austin, USA; The University of Texas at Austin, Austin, USA","2022 IEEE Electrical Energy Storage Application and Technologies Conference (EESAT)","30 Dec 2022","2022","","","1","5","Voltage fluctuations caused by photovoltaic power variability might become a severe problem at high levels of photovoltaic penetration in distribution networks. In this paper one active power approach and one reactive power approach are implemented to mitigate the voltage fluctuations caused by a multi-megawatt PV system integrated into a distribution system. Quasi-Static Time Series simulations are performed using OpenDSS and Python to assess the performance of each approach and to compare them in terms of the accumulated tap operations executed by the voltage regulators held by the distribution system at the end of the day. Results of simulations demonstrate that, although more complex, the active power approach is the most effective.","","978-1-6654-7946-2","10.1109/EESAT55007.2022.9998023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9998023","PV;BESS;voltage regulation;smoothing","Photovoltaic systems;Reactive power;Voltage fluctuations;Fluctuations;Regulators;Time series analysis;Distribution networks","","","","14","IEEE","30 Dec 2022","","","IEEE","IEEE Conferences"
"Real-Time Corporate Carbon Footprint Estimation Methodology Based on Appliance Identification","G. Liu; J. Liu; J. Zhao; J. Qiu; Y. Mao; Z. Wu; F. Wen","School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China; School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China; School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China; School of Electrical and Information Engineering, The University of Sydney, Sydney, NSW, Australia; School of Data Science, The Chinese University of Hong Kong, Shenzhen, China; School of Data Science, The Chinese University of Hong Kong, Shenzhen, China; School of Electrical Engineering, Zhejiang University, Hangzhou, China","IEEE Transactions on Industrial Informatics","15 Dec 2022","2023","19","2","1401","1412","Achieving carbon neutrality is widely recognized as the key measure to mitigate climate change. As the basis for achieving carbon neutrality, corporate carbon footprint (CCF) estimation is mainly based on the disclosed information of corporates to roughly estimate the direct carbon emission, but the estimation may not be comprehensive, timely, and accurate. In this article, the CCF estimation problem is formulated and a novel estimation methodology is proposed for the first time to estimate the direct and indirect carbon emissions of factories in real time. An appliance identification method based on the multihead self-attention mechanism and gated recurrent unit is proposed to identify the device states, and then, calculate the corresponding direct carbon emission. The indirect carbon emission is derived from the electricity consumption of the factory and the marginal carbon emission factor of the connected bus. A dataset containing load and device state data from six different industries is released and used to verify the effectiveness of the proposed method. Experiments show that the proposed appliance identification method is significantly superior to the benchmarks in the literature, and the proposed method can achieve a comprehensive and accurate estimation of the minute-level CCF.","1941-0050","","10.1109/TII.2022.3154467","National Natural Science Foundation of China(grant numbers:71931003,72061147004,72171206,72192805); Shenzhen Institute of Artificial Intelligence and Robotics for Society; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9721566","Appliance identification;artificial intelligence;carbon neutrality;industrial appliance identification dataset (IAID);real-time corporate carbon footprint (CCF) estimation","Carbon dioxide;Estimation;Real-time systems;Carbon footprint;Production facilities;Informatics;Home appliances;Climate change","","21","","38","IEEE","25 Feb 2022","","","IEEE","IEEE Journals"
"Review of disaster resilience assessment methods: (Quantitative aspects for renewable energy systems modelling)","M. Feofilovs; A. Gravelsins; F. Romagnoli","Institute of Energy Systems and Environment, Riga Technical University, Riga, Latvia; Institute of Energy Systems and Environment, Riga Technical University, Riga, Latvia; Institute of Energy Systems and Environment, Riga Technical University, Riga, Latvia","2020 IEEE 61th International Scientific Conference on Power and Electrical Engineering of Riga Technical University (RTUCON)","13 Jan 2021","2020","","","1","4","The topicality of resilience assessment has grown in many science fields over last decades, including energy systems modeling. The variety of existing resilience assessment methods is large, therefore this article outlines the most important features of different quantitative methods. The conclusions of literature review performed in this study provide relevant information for energy systems modelers that aim at integrating resilience assessment into their models.","","978-1-7281-9510-0","10.1109/RTUCON51174.2020.9316607","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316607","Climate change;Energy security;Natural hazards;Dynamics;Modelling","Resilience;Data models;Probabilistic logic;Energy measurement;Tools;Time measurement;Renewable energy sources","","","","41","IEEE","13 Jan 2021","","","IEEE","IEEE Conferences"
"Operation of PV Inverter as Active Filter Under Different Loading and Supply Conditions","Z. Iqbal; S. Z. Djokic; S. Yanchenko; A. Spelko; I. Papic","School of Eng, The University of Edinburgh, Edinburgh, Scotland, UK; School of Eng, The University of Edinburgh, Edinburgh, Scotland, UK; Dept. of El. Supply of Ind. Ent, Moscow Power Eng. Institute, Moscow, Russia; Faculty of Electrical Eng, University of Ljubljana, Ljubljana, Slovenia; Faculty of Electrical Eng, University of Ljubljana, Ljubljana, Slovenia","2020 55th International Universities Power Engineering Conference (UPEC)","30 Sep 2020","2020","","","1","6","This paper presents the design of a PV inverter control with added active filter (AF) functionalities, which is analysed for different voltage supply conditions and under different loading conditions. Three modes of operation are considered: a) at a unity power factor (PF), when inverter maximizes active power output, b) at set displacement PF, when inverter reduces active power output to provide compensation of fundamental reactive power, and c) at set PF and with active filter functionalities, when inverter reduces active power output to provide both compensation of reactive power and mitigation of harmonic emission in a local network. The reduction of maximum active power output is quantified in terms of fundamental reactive power (Q compensation) and both active and non-active non-fundamental power (compensation of distortion power) and graphically illustrated. Local harmonic emission is modelled using constant harmonic current sources and three-phase uncontrolled rectifier load, while grid voltage is modelled with purely sinusoidal and distorted waveforms, as well as with and without source impedance.","","978-1-7281-1078-3","10.1109/UPEC49904.2020.9209877","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9209877","Active filter;compensation;d/q transformation;harmonic;PV inverter;reactive power;waveform distortion","Inverters;Reactive power;Harmonic analysis;Power harmonic filters;Impedance;Distortion","","","","10","IEEE","30 Sep 2020","","","IEEE","IEEE Conferences"
"Analysis of Influencing Factors of Ship Operational Energy Efficiency","A. Fan; Y. He; J. Wang","School of Energy and Power Engineering, Wuhan University of Technology, Wuhan, China; School of Energy and Power Engineering, Wuhan University of Technology, Wuhan, China; School of Energy and Power Engineering, Wuhan University of Technology, Wuhan, China","2019 5th International Conference on Transportation Information and Safety (ICTIS)","28 Oct 2019","2019","","","1426","1432","The international shipping industry is facing with increasingly strict emission regulations and depressed market; lowering the cost and increasing the efficiency is becoming a universal practice. For a long time, global community and the International Maritime organization (IMO) have been closely working together, a list of regulations and solutions are worked out; in the meantime, many energy efficiency improvement methods are proposed. In this study, global efforts in tackling climate change are summarized using a timeline approach, which includes the important outcomes of the United Nations Climate Change Conference and the IMO Marine Environment Protection Committee meeting. Then, aiming at the energy efficiency operational indicator proposed by the IMO, the mechanism analysis method is used to summarize the influencing factors of the ship’s energy efficiency. Last, these influencing factors are analyzed from different perspectives. This study provides a basis for the requirement analysis of the ship energy efficiency monitoring system and also benefits in working out energy efficiency improvement measures for the operational ships.","","978-1-7281-0489-8","10.1109/ICTIS.2019.8883546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8883546","climate change;CO2;international shipping;ship energy efficiency","Marine vehicles;Energy efficiency;Industries;Fuels;Indexes;Climate change","","","","12","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Thermal-Hydraulic Safety Assessment in Advanced Boiling Water Reactors due to Fuel Failure and Loss of Offsite Power","F. G. D. Thulu; C. Mikeka; H. G. Mengsitu; C. Tenthani","Department of Physics and Biochemical Science, Malawi Polytechnic Universty, Malawi; Directorate of Science, Technology and Innovation Ministry of Education, Malawi; Ethiopian Emerging and Biotechnology Institute Addis Ababa, Ethiopia; Department of Physics and Biochemical Science, Malawi Polytechnic Universty, Malawi","2022 IEEE 10th International Conference on Smart Energy Grid Engineering (SEGE)","19 Sep 2022","2022","","","63","67","This work presents the safety assessment of thermal-hydraulic parameters in Advance Boiling Water Reactor (ABWR) due to fuel failure at full power concurrently with loss of offsite power transient. Overall thermal-hydraulic of ABWR with various control passive safety systems, trip, accident progression, actuation logics were calculated with system ASYST thermal-hydraulic program. No operator’s interference was involved during simulation. This study was carried out in reference to the main safety margins of the fuel surface temperature, primary coolant flow-rates and primary pressure. Following the postulated events, the accident progression and changes in pressure, mass flow rates, fuel clad temperature and the responses of safety emergence core cooling systems were investigated. The results showed that actuation of passive safety systems in the ABWR enhanced accident mitigation. Primary coolant flow-rates and pressure in the pressure vessel changes did not compromise with the integrity of the reactor. This affirms the inherent concepts and principles of defence-in-depth within the design of ABWR. The results provide confidence in the inherent robustness of the ABWR design with respect to fuel failure at full power concurrently with a full off-site power loss in the validity of a two-tier calculation method. This could be useful in, probabilistic safety assessment, severe accident management guidelines and public acceptance for the ABWR.","2575-2693","978-1-6654-9930-9","10.1109/SEGE55279.2022.9889753","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9889753","fuel failure;offsite power;radiation;nuclear safety;ABWR","Pressure vessels;Water heating;Coolants;Control systems;Safety;Thermal analysis;Fuels","","1","","20","IEEE","19 Sep 2022","","","IEEE","IEEE Conferences"
"Grid-tied Inverters in Renewable Energy Systems: Harmonic Emission in 2 to 9 kHz Frequency Range","H. Rathnayake; D. Solatialkaran; F. Zare; R. Sharma","The University of Queensland, St Lucia, Brisbane, Australia; The University of Queensland, St Lucia, Brisbane, Australia; The University of Queensland, St Lucia, Brisbane, Australia; The University of Queensland, St Lucia, Brisbane, Australia","2019 21st European Conference on Power Electronics and Applications (EPE '19 ECCE Europe)","28 Nov 2019","2019","","","P.1","P.10","Grid distortion due to the high switching frequency of energy conversion systems has become a major concern that reduces power quality in renewable energy systems. However, the existing international standards (IEC 61000-3-2&12&16 and IEEE Std. 519) list grid harmonic limitations only up to the 40th or 50th harmonic. Due to limited knowledge of supraharmonic (Harmonics above 2 kHz) currents and voltages, an appropriate standard for this high frequency range is yet to be published. This paper presents an analysis of grid current distortion in the frequency range of 2 to 9 kHz when an active front end inverter is connected to the grid under different filter designs. New filter design approach is used to reduce or eliminate harmonics at frequencies beyond the ranges considered in conventional standards. The results show significant mitigation of high frequency harmonics in stiff grids. High frequency harmonic behavior with conventional and newly designed filters connected to a weak grid, are compared to find small amplitude current and voltage harmonics using the new filters. Furthermore, this study highlights the need for a new standard to address supraharmonics caused by grid-tied inverters.","","978-9-0758-1531-3","10.23919/EPE.2019.8914845","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8914845","Harmonic distortion;inverter;LCL filter;power quality;supraharmonics","Power harmonic filters;Harmonic analysis;Inverters;Standards;Power system stability","","9","","21","","28 Nov 2019","","","IEEE","IEEE Conferences"
"Coordinated Operation of Coupled Transportation and Energy System based on Modified User Equilibrium Assignment Model","G. Wang; X. Gao; Y. Jian; Y. Sun; J. Qiu","College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, China; FAW-Volkswagen Automobile Co., Ltd, Changchun, China; Guangzhou Branch of Tianjin Municipal, Engineering Design and Research Institute Co., Ltd, Guangzhou, China; Department of Electrical and Electronic Engineering, Imperial College London, London, United Kingdom; School of Electrical and Information Engineering, The University of Sydney, Camperdown, Australia","2023 IEEE International Conference on Energy Technologies for Future Grids (ETFG)","2 Feb 2024","2023","","","1","6","Electric vehicles play a vital role in reducing carbon emissions and mitigating climate change. With the aim of encouraging the adoption of electric vehicles, this paper proposes a coordinated operation model of the coupled transportation and energy system based on a modified user equilibrium assignment model. The modified user equilibrium model innovatively considers the feature of electric vehicles and the impact of charging facilities on electric vehicle flow distribution. In addition, the influence of the electric vehicle charging time and queuing time on the vehicle flow assignment is also considered. According to the flow assignment result obtained by the modified user equilibrium model, the coordinated operation model of the coupled transportation and power system is proposed to minimize the total cost. A system integrated with a power-gas coupled energy network and a 12-node transportation network coupled with 5 charging facilities is employed to illustrate the effectiveness of the proposed coordinated operation model.","","978-1-6654-7164-0","10.1109/ETFG55873.2023.10408739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10408739","coordinated operation;charging facility;electric vehicle flow;user equilibrium assignment model","Costs;Simulation;Transportation;Charging stations;Electric vehicle charging;Data models;Power systems","","","","13","IEEE","2 Feb 2024","","","IEEE","IEEE Conferences"
"Bamboo-based solar powered garden light as eco-friendly and sustainable outdoor lighting solutions","P. Lahiri; S. Bhattacharya; S. GonChaudhuri","Renewable Energy, NB Institute for Rural Technology, Kolkata, India; Renewable Energy, NB Institute for Rural Technology, Kolkata, India; Renewable Energy, NB Institute for Rural Technology, Kolkata, India","2024 IEEE 3rd International Conference on Control, Instrumentation, Energy & Communication (CIEC)","20 Mar 2024","2024","","","343","348","Research and innovations in the fields of renewable energy and sustainable design have been sparked by the need for sustainable and environmentally friendly energy solutions. This research paper describes the design, fabrication, and performance assessment of a bamboo-based solar garden light that operates a 1W led load from dusk to dawn while being charged by a 3W solar panel. Incorporating solar energy and bamboo as a structural and aesthetically pleasing material demonstrates how traditional craftsmanship and cutting-edge technology can coexist harmoniously to produce an environmentally friendly outdoor lighting solution. The solar garden lights are made from treated bamboos, which make them resistant to insects and varying weather condition. A month-long performance evaluation study for the fabricated solar garden light is carried out, giving a satisfactory result.","","979-8-3503-1370-3","10.1109/CIEC59440.2024.10468528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10468528","Bamboo Preservation;Bamboo Treatment;Low Carbon Technologies;Solar PV;Standalone Lighting System;Sustainable Development.","Economics;Technological innovation;Insects;Lighting;Carbon dioxide;Solar panels;Bamboo","","","","22","IEEE","20 Mar 2024","","","IEEE","IEEE Conferences"
