"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The Co-benefits of Renewable Energy Policies in Japan: Barriers and Ways Forward","T. Etsujiro","Sustainable Governance Center, Institute for Global Environmental Strategies, Japan","2020 International Conference and Utility Exhibition on Energy, Environment and Climate Change (ICUE)","11 Jan 2021","2020","","","1","6","In recent years, many counties have intensified efforts to address the climate emergency. In Japan, these efforts have often built upon policies and plans to promote renewable energy that followed the 2011 Great East Japan Earthquake. Further many of these policies and plans deliver important benefits beyond mitigating climate change such as reductions in air pollution. Achieving these benefits will require both a clear understanding of the magnitude of co-benefits and strategies for overcoming barriers to achieving them. The main purpose of this paper is to describe the policies that can deliver co-benefits from renewable energy in Japan; analyze the technical, social and political barriers to implementing those policies; present a simple method for quantifying co-benefits from those policies; and underline how a concept called Regional Circulating and Ecological Sphere (CES) can provide a useful framework for moving past key barriers.","","978-1-7281-8334-3","10.1109/ICUE49301.2020.9306987","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9306987","Co-benefits;Energy Policy in Japan;Regional Circular and Ecological Sphere;Regional Revitalization;Renewable Energy","Renewable energy sources;Power generation;Wind power generation;Solar power generation;Government;Climate change;Power systems","","1","","14","IEEE","11 Jan 2021","","","IEEE","IEEE Conferences"
"A PV Hosting Capacity Assessment in Distribution Grids: towards the 2030 and 2050 Energy Scenarios","G. Barchi; M. G. Prina; D. Moser","Institute for Renewable Energy, Eurac Research, Bolzano, Italy; Institute for Renewable Energy, Eurac Research, Bolzano, Italy; Institute for Renewable Energy, Eurac Research, Bolzano, Italy","2023 AEIT International Annual Conference (AEIT)","4 Dec 2023","2023","","","1","6","As the use of photovoltaic (PV) systems increases in European distribution grids, it is important to evaluate their capacity to handle future energy scenarios. This study examines the potential of integrating PV systems into reference European distribution grids for 2030 and 2050. Optimal energy mix modelling is used to determine PV power penetration levels, and a stochastic approach is used to assess the hosting capacity of PV systems in three reference European distribution grids, considering scenarios with only PV system increases and with PV and energy storage system (ESS) installations. Results show that some countries that rely solely on PV system installations will reach the upper limits of PV power penetration by 2030, but implementing ESS or other smart techniques can exceed these limits by 2050. This analysis emphasizes the importance of strategic planning and mitigation measures to accommodate the expected increase in PV generation and optimize grid performance.","","978-88-87237-60-3","10.23919/AEIT60520.2023.10330335","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10330335","Photovoltaic System;Hosting capacity;Energy Storage System;Power Flows;Simulations","Photovoltaic systems;Renewable energy sources;Europe;Stochastic processes;Strategic planning;Thermal management;Stakeholders","","","","25","","4 Dec 2023","","","IEEE","IEEE Conferences"
"Mitigation of output power fluctuations in Solar PV systems- A study","A. Khursheed; N. Godara; M. L. Azad","EEE Department, Al-Falah University, Faridabad, India; EEE Department, Al-Falah University, Faridabad, India; EEE Department, Amity University, Greater Noida, India","2021 International Conference on Technological Advancements and Innovations (ICTAI)","14 Jan 2022","2021","","","308","313","The world is moving towards generation of electricity from clean energy resources to reduce emission of greenhouse gases. Sufficient research work has done to meliorate the power output quality of distributed sources. This paper assesses the methods to mitigate output power oscillations caused by grid-integrated PV system outages, as well as battery banks and inverter control approach. The analysis is part of a larger study that also comprises a hybrid super - capacitors and BESS for ramp rate control, moving average control, and VSM control.","","978-1-6654-2087-7","10.1109/ICTAI53825.2021.9673313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9673313","PV power fluctuations;BESS;FACTS;RRC","Technological innovation;Fluctuations;Greenhouse effect;Energy resources;Capacitors;Inverters;Batteries","","","","70","IEEE","14 Jan 2022","","","IEEE","IEEE Conferences"
"Feasible Selection of Candidate Wind Farms’ Capacity for Generation Expansion Planning","M. Shah; K. Imran; H. Ahmad; R. Ullah; M. Jamil; M. Anas","Department of Electrical Power Engineering, USPCAS-E, NUST, Islamabad, Pakistan; Department of Electrical Power Engineering, USPCAS-E, NUST, Islamabad, Pakistan; Department of Electrical Power Engineering, USPCAS-E, NUST, Islamabad, Pakistan; Powerchina Huadong Engg Corp, Jihimpir, Pakistan; Department of Electrical Power Engineering, USPCAS-E, NUST, Islamabad, Pakistan; Department of Electrical Engineering, BYUTEMS, Quetta, Pakistan","2023 2nd International Conference on Emerging Trends in Electrical, Control, and Telecommunication Engineering (ETECTE)","22 Jan 2024","2023","","","1","6","The urgency of accelerating progress toward universal energy access can’t be overstated as it influences every social, economic, and environmental goal. After exploring the environmental benefits of wind power, its role in reducing greenhouse gas emissions, and mitigating climate change, system operators are planning to increase generation by installing new capacities of wind power projects. This study focuses on the comprehensive analysis of a wind farm’s expansion, covering various aspects such as technical considerations, financial analysis, and feasibility assessment. The stochastic wind speed data of 24 hours is modeled by Profiles in Matpower Optimal Scheduling Tool for real-world wind scenarios across a year. The wind speed data used for assessing wind capacity utilization belongs to Jhimpir Sindh Pakistan. This wind speed data is incorporated in the standard IEEE 30 bus network with a 20% increased load demand. The analysis of case studies by considering candidate capacities through multiperiod stochastic Optimal power flow in Matpower Optimal Scheduling Tool reveals the most feasible capacity of wind generation to be installed in the future. The wind farm’s feasibility depends on wind resource availability, resource utilization, grid connections, and load demand. Furthermore, the project’s financial viability is analyzed by assessing the initial investment, the time required to recover the investment, and, the profit. The feasible generation expansion approach offers an alternative planning strategy. As it provides a comprehensive understanding of the technical, financial, and environmental aspects of generation expansion planning, offering valuable insights to support informed decision-making and contribute to a sustainable and clean energy future.","","979-8-3503-0565-4","10.1109/ETECTE59617.2023.10396735","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10396735","generation expansion planning;IEEE 30 bus;matpower optimal scheduling tool most;stochastic modeling;wind speed data","Wind speed;Stochastic processes;Optimal scheduling;Wind power generation;Wind farms;Data models;Planning","","","","16","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"Power Quality Indicators of Electric Vehicles in Distribution Grid","X. Wang; H. J. Kaleybar; M. Brenna; D. Zaninelli","Energy Department, Politecnico di Milano, Milan, Italy; Energy Department, Politecnico di Milano, Milan, Italy; Energy Department, Politecnico di Milano, Milan, Italy; Energy Department, Politecnico di Milano, Milan, Italy","2022 20th International Conference on Harmonics & Quality of Power (ICHQP)","1 Jul 2022","2022","","","1","6","With the visible mitigation of the energy crisis, the distribution network is being challenged by the explosive growth of different EVs, and their infrastructures. The integration of such systems may bring forward multiple challenges to the electrical grid due to G2V and V2G capabilities. One of the main challenges is power quality (PQ) issues caused by EV charging infrastructures (EVCIs). The diversity and emergence of new technologies of EVCIs have made remarkable types of bilateral interactions together with reliability and PQ phenomena. The essential aim of this paper is to classify and explain these PQ indices in detail, which gives a comprehensive perspective to engineers and researchers working on potential PQ problems.","2164-0610","978-1-6654-1639-9","10.1109/ICHQP53011.2022.9808823","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9808823","Power quality;electric vehicles;harmonics;imbalance;V2G;G2V","Electric potential;Vehicle-to-grid;Uncertainty;Power quality;Power system harmonics;Harmonic analysis;Power system reliability","","4","","41","IEEE","1 Jul 2022","","","IEEE","IEEE Conferences"
"Net-Zero Through Small Modular Reactors - Cybersecurity Considerations","B. Aamoth; W. E. Lee; H. Ahmed","Imperial College London, London, UK; Imperial College London, London, UK; Nuclear Futures Institute, Bangor University, Bangor, UK","IECON 2022 – 48th Annual Conference of the IEEE Industrial Electronics Society","9 Dec 2022","2022","","","1","5","In recent years, countries across the world have started developing small modular reactors (SMRs), nuclear reactors that generally produce around 300 megawatts of electricity (MWe). Many believe this type of reactor could be key in helping countries achieve their net-zero goals, as they are theoretically less expensive and safer than their larger counterparts, which usually produce more than 500 MWe. SMRs will be assembled in factories and operated in a mostly remote manner, raising concerns about cybersecurity. This paper attempts to analyze the cybersecurity of traditional nuclear reactors and the cyberphysical systems they rely on, analyze the novel ways in which SMRs will be developed and operated, and then highlight how and why SMRs could be particularly vulnerable to cyber-attacks. This paper finds that SMRs will be more susceptible to cyberattacks when compared to larger, more traditional reactors. Mitigations are offered that should increase the cyber-resilience of SMRs.","2577-1647","978-1-6654-8025-3","10.1109/IECON49645.2022.9968304","European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9968304","Small Modular Reactor;Cybersecurity;Nuclear Power System;Energy Systems","Industrial electronics;Cyber-physical systems;Production facilities;Power systems;Inductors;Cyberattack","","","","28","IEEE","9 Dec 2022","","","IEEE","IEEE Conferences"
"How Building and District Algorithms Enhance Renewable Energy Integration in Energy Markets","L. C. Casals; C. Corchero; J. Ortiz; J. Salom; D. Cardoner; L. Igualada; R. E. Carrillo; Y. Stauffer","ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; ECOS research group Catalonia Institute for Energy Research (IREC), Sant Adrià de Besòs, Spain; CSEM Neuchatel, Switzerland","2019 16th International Conference on the European Energy Market (EEM)","28 Nov 2019","2019","","","1","5","This study shows the results of the SABINA H2020 project, which analyzes the effect of two level optimization algorithms to increase the consumption of renewable power sources and reduce greenhouse gas emissions. First, at building level, a building algorithm maximizes the self-consumption of generated energy by its own renewable power sources. Second, at district level, a market integrated district algorithm takes into account aspects related to the electricity grid, such as the electricity generation mix and the prices of electricity and ancillary services, and aggregates the energy flexibility forecast of buildings to minimize the overall CO2 emissions while ensuring a cost reduction to prosumers.","2165-4093","978-1-7281-1257-2","10.1109/EEM.2019.8916457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8916457","Renewable Energy;Optimization;Aggregator;Demand Response;Emissions mitigation","Buildings;Power grids;Optimization;Indexes;Heat pumps;Space heating;Renewable energy sources","","","","10","IEEE","28 Nov 2019","","","IEEE","IEEE Conferences"
"Investigations of Capacity Expansion Planning Using LEAP Model","N. K. Rayaguru; K. Karunanithi; S. S. Dash; P. Chandrasekar; S. M. Bani","Department of EEE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, Tamilnadu, India; Department of EEE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, Tamilnadu, India; Department of EEE, Government College of Engineering, Keonjhar, Odisha, India; Department of EEE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, Tamilnadu, India; Department of EEE, S. G. Balekundri Institute of Technology, Belagavi","2021 International Conference in Advances in Power, Signal, and Information Technology (APSIT)","21 Dec 2021","2021","","","1","4","Electrical energy is an essential and integral part of human life. The use of electrical energy is increasing day by day and therefore it is important to plan a future power system well in advance to meet the expected demand growth with a reasonable reliability level at minimum cost. Nowadays, renewable power generation plays an important role in power generation since, it is pollution free and zero fuel cost. In this paper an effort is made to project a future power system for Assam, an Indian state. In the present power systems, the electricity is generated mainly from non-renewable energy sources which increase greenhouse gases (GHG) emission and hence global warming. Keeping in mind about pollution impacts, renewable energy sources like wind, solar, biomass for the planning a future power system of Assam using long range energy alternative planning system (LEAP) software is considered. The proposed capacity expansion is planned for next twelve years from 2019 to 2030. In this work, the various scenarios developed separately with LEAP are Greenhouse gas mitigation scenario, Low demand growth and High demand growth scenarios. In addition to these, reference scenario has also been considered. In all these scenarios the system installed capacity and one-hundred-year global warming potential have been investigated quantitatively.","","978-1-6654-2506-3","10.1109/APSIT52773.2021.9641203","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9641203","Capacity Expansion Planning;Demand growth;Global Warming Potential;LEAP;RES component;formatting;style;styling","Measurement;Pollution;Costs;Greenhouse effect;Wind energy;Global warming;Software","","","","6","IEEE","21 Dec 2021","","","IEEE","IEEE Conferences"
"Analysis of Power Electronics Contribution to Electric Vehicles using Renewable Energy","S. R. Korada; R. Brinda; I. D. Soubache","Department of Electrical Engineering, Annamalai University, Annamalainagar, India; Department of Electrical Engineering, Annamalai University, Annamalainagar, India; Department of BME, Rajiv Gandhi College of Engineering and Technology, Pondicherry, India","2023 International Conference on Data Science and Network Security (ICDSNS)","22 Sep 2023","2023","","","1","6","Power Electronics plays a significant role in advancing Electric Vehicles (EVs) fueled using renewable energy sources. With the urgent need to reduce carbon emissions and combat climate change, the adoption of sustainable transportation solutions has gained unprecedented momentum. Power electronics such as Photovoltaic cells (PV), batteries, and Ultracapcitors have emerged as key enablers in this transformative journey by efficiently converting renewable energy sources, such as solar into electric power suitable for EVs. This analysis highlights various types of power converters, including DC-DC converters, DC-AC inverters, as well as bi-directional chargers, which play crucial roles in managing power flow, voltage regulation, and energy storage integration in EV systems. By effectively controlling and optimizing the energy conversion process, power electronics technology enhances the overall performance, range, and charging capabilities of EVs, thus promoting their widespread adoption. Moreover, the integration of bidirectional power flow enables EV batteries to contribute to grid stabilization. Through comprehensive analysis and case studies, the pivotal contributions of power electronics to the successful integration of EVs with renewable energy conversion, thus paving the way for a greener and more sustainable future of transportation.","","979-8-3503-0159-5","10.1109/ICDSNS58469.2023.10244991","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10244991","DC-AC Inverters;DC-DC Converters;Electric Vehicles;Ultracapacitors;Photovoltaic cells","Renewable energy sources;Climate change;Green products;Transportation;Air pollution;Electric vehicles;Power electronics","","","","20","IEEE","22 Sep 2023","","","IEEE","IEEE Conferences"
"Canadian Energy System Management under Climate Change Conditions","G. Huang; L. Liu; X. Zhang; J. Zhang; Y. Fu; B. Luo; M. Li; X. Zheng","Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada; Faculty of Engineering and Applied Science, University of Regina, Regina, Canada","2019 International Conference on Computing, Electronics & Communications Engineering (iCCECE)","27 Dec 2019","2019","","","26","31","Energy activities, as main cause of environmental and climate change issues, become the main concern of Canada for past decades. Robust and sustainable energy systems are essential to the prosperity of the regional, national and global economy. Energy systems consist of many components that are closely related to socio-economic development and resources conservation with multiple criteria and objectives. These components may be interrelated to each other and may present uncertain and dynamic features, associated with spatial heterogeneity, implying issues of system reliability and economic/environmental effects. Effective systems planning and policy-making support are desired for the long-term energy-environment management. In this study, eight representative regions in Canada with typical energy-related issues are identified and analyzed. A set of mathematical algorithms are integrated into the regional energy model framework to tackled uncertainties. Tradeoffs between environmental goals, economic benefits, and energy development in these regions can be reflected. Different scenarios involving greenhouse gas emission goals and renewable utilizations are analyzed, which can provide a sound basis for local governments' policy and strategy development in the future.","","978-1-7281-2138-3","10.1109/iCCECE46942.2019.8941731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8941731","energy systems;optimization;uncertainty;decision-making;Canada","Planning;Uncertainty;Economics;Programming;Climate change;Optimization;Mathematical model","","","","17","IEEE","27 Dec 2019","","","IEEE","IEEE Conferences"
