"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Power Generation Planning Optimization Model Considering Carbon Emission","J. Zhong; Y. Qi; X. Hao; R. Liu; Z. Luo; H. Lin","Zhanjiang Power Supply Bureau Guangdong Power Grid Co., Ltd., Zhanjiang, China; Zhanjiang Power Supply Bureau Guangdong Power Grid Co., Ltd., Zhanjiang, China; Zhanjiang Power Supply Bureau Guangdong Power Grid Co., Ltd., Zhanjiang, China; Zhanjiang Power Supply Bureau Guangdong Power Grid Co., Ltd., Zhanjiang, China; Zhanjiang Power Supply Bureau Guangdong Power Grid Co., Ltd., Zhanjiang, China; Zhanjiang Power Supply Bureau Guangdong Power Grid Co., Ltd., Zhanjiang, China","2022 IEEE/IAS Industrial and Commercial Power System Asia (I&CPS Asia)","18 Nov 2022","2022","","","1050","1054","Due to its significance over climate change mitigation, most countries have taken into consideration carbon neutrality and decarbonization while making policies. This paper presents an optimization model for power generation planning considering carbon emission constraints. Then a virtual power system that consists of five regional power systems is established to verify the proposed model. The simulation results show that the proposed method can efficiently obtain the optimal power generation plan and provide the estimation of carbon emission of the studied power system.","","978-1-6654-5066-9","10.1109/ICPSAsia55496.2022.9949840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9949840","Carbon Emission;Economic Efficiency;Power Generation Planning;Renewable Energy","Simulation;Carbon dioxide;Low-carbon economy;Maintenance engineering;Linear programming;Power generation planning;Power systems","","","","12","IEEE","18 Nov 2022","","","IEEE","IEEE Conferences"
"Electromagnetic Effects for Electrical Power Generation and Consumption Pair Systems","J. Y. Lee","The Boeing Company, 2201 Seal Beach Blvd, Seal Beach, CA","2020 IEEE Aerospace Conference","21 Aug 2020","2020","","","1","5","Electrical power generation and consumption pair systems on aircraft play critical roles for fundamental aviation operation. The importance of electrical power generation and consumption pair has been increasing due to extensive use of fly-by-wire in modern aircraft. In order to maintain the safe and successful flight operations, we must ensure the electrical power generation and consumption pair meets the electromagnetic interference requirements set by regulatory agencies and industrial standards. We would like to demonstrate this electromagnetic effect design and analysis processes with modern aviation power system examples. For electromagnetic effects, we consider the radio frequency emissions and lightning effects which originate in power generation subsystems. Those electromagnetic effects affect the downstream electrical power consumption subsystems. We want to analyze the electromagnetic interference at the power generation subsystem and at the power consumption subsystem. From design and certification point of view, we need to assess the typical maximum strengths of the transient level of the emission and lightning, and analyze the downstream effects at the location of the affected power consumption subsystems. This process enables design, qualification and certification of the electrical power generation and consumption pair. We describe the power generation and consumption pair fundamentals. The details of evaluating the broadband emission noise are presented. We discuss the optimum solutions that help resolve these RF and lightning issues. We conclude with a summary and present future work suggestions.","1095-323X","978-1-7281-2734-7","10.1109/AERO47225.2020.9172775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9172775","Aircraft;EMC;EMI;Lightning Effects;PMA;Power Conditioning;Power Consumption;Power Generation;Radio Frequency Emission;Systems Engineering","Radio frequency;Power demand;Electromagnetic interference;Lightning;Power systems;Broadband communication;Electromagnetics","","","","20","IEEE","21 Aug 2020","","","IEEE","IEEE Conferences"
"Assessing the implications of net-zero emissions pathways: An analysis of the Indonesian power sector","K. Handayani; P. Anugrah","PT PLN (Persero), Jakarta, Indonesia; Department of Electrical Engineering, Universitas Andalas, Padang, Indonesia","2021 International Conference on Technology and Policy in Energy and Electric Power (ICT-PEP)","17 Nov 2021","2021","","","270","275","The Paris Agreement goal to limit global warming to 1.5 °C calls for a net-zero emission society by around 2050. This paper assesses the implications of the Indonesian power sector’s pledge to achieve carbon neutrality by 2060 in terms of technology adoption, costs, and CO2 emissions. Two scenarios of net-zero emissions pathways are simulated using the Low Emission Analysis Platform (LEAP) software. Results show that the entire renewable energy potentials of Indonesia must be utilized to achieve the net-zero emissions target, complemented with nuclear. Furthermore, energy storage plays an important role to balance the intermittent characteristics of variable renewable energy. The net-zero emissions target can be achieved with the total costs of capacity expansion at 147 billion USD in the 100% new and renewable energy scenario, and 156 billion USD in the other scenario that deploys Carbon Capture and Storage.","","978-1-6654-1641-2","10.1109/ICT-PEP53949.2021.9600954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9600954","net-zero emissions;electricity;renewable energy;power sector;Indonesia","Renewable energy sources;Technological innovation;Electric potential;Costs;Software;Global warming;Power systems","","4","","41","IEEE","17 Nov 2021","","","IEEE","IEEE Conferences"
"The Impact of Disruptive Technologies on the Evolution of New Power Systems Under the Double Carbon Targets","X. Huang; W. Li; Q. Lu; T. Chen; X. Qi; P. Mei","State Grid Shanghai Municipal Electric, Power Company, ShangHai, China; State Grid Shanghai Municipal Electric, Power Company, ShangHai, China; State Grid Shanghai Municipal Electric, Power Company, ShangHai, China; State Grid Shanghai Municipal Electric, Power Company, ShangHai, China; State Grid Shanghai Municipal Electric, Power Company, ShangHai, China; School of Management, Lanzhou University, LanZhou, China","2023 IEEE 7th Conference on Energy Internet and Energy System Integration (EI2)","9 May 2024","2023","","","4605","4611","The goals of carbon peaking, carbon neutrality, and climate change mitigation have introduced new requirements for the development of our country's energy system. Transformation of the energy and power system is necessary, and disruptive technologies can play a significant role in facilitating a safe and low-carbon transition. This paper begins by analyzing the impact of the dual-carbon target on the development of disruptive technologies, drawing on the theory of techno-social system transformation. Subsequently, it examines the development process, characteristics, and future trends of pumped storage as a case study. Lastly, utilizing a multi-level analysis framework, it constructs a transformational development pathway for China's new power system. The analysis findings reveal that effective utilization of disruptive technologies is essential for the establishment of a new power system, while also emphasizing the need for improved coordination among the landscape, regime, and niche levels. At the landscape level, it is crucial to establish a national carbon emission budget system, set emissions budgets and decarbonization plans for the power sector, and develop industry-wide zero-carbon timelines. At the regime level, emphasis should be placed on building a new power market management mechanism and operational model that can adapt to high levels of renewable energy integration. Furthermore, at the niche level, accelerating research and development of new energy storage technologies and promoting the deep integration of energy and information technology are of utmost importance.","","979-8-3503-4509-4","10.1109/EI259745.2023.10513005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10513005","carbon peaking and carbon neutrality;social-technical system theory;power system;disruptive technologies","Sociotechnical systems;Renewable energy sources;Power measurement;Tariffs;Pricing;Power markets;Power systems","","","","20","IEEE","9 May 2024","","","IEEE","IEEE Conferences"
"Contextual Study on the Needs for Climate Risk Assessment of Power System in Indonesia","K. F. Devinadiar; M. Anityasari","Dept of Industrial and Systems Engineering, Institut Teknologi Sepuluh Nopember (ITS), Surabaya, Indonesia; Dept of Industrial and Systems Engineering, Institut Teknologi Sepuluh Nopember (ITS), Surabaya, Indonesia","2023 7th International Conference on Power and Energy Engineering (ICPEE)","18 Mar 2024","2023","","","186","193","Indonesia is one of the most vulnerable countries to climate change. Many aspects could be affected, including the power system infrastructure. Through analyzing climate change policy, the past power system disruption induced by climate change, and consumer pressure for better and more satisfying services, this study improves knowledge of the urgency of climate risk assessment in Indonesia's power system. The results of this study confirm that climate hazards could have a significant impact on Indonesia's power system performance and consumer satisfaction. Thus, climate change adaptation and mitigation are necessary to be developed immediately to ensure a climate-resilient power system.","","979-8-3503-8114-6","10.1109/ICPEE60001.2023.10453689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10453689","climate change;power system;resilience;mitigation;adaptation","Climate change;Hazards;Power systems;Meteorology","","","","43","IEEE","18 Mar 2024","","","IEEE","IEEE Conferences"
"Presenting a New Robust Control Structure for Quality Enhancement and Power Mitigation in a Wind Power System","F. Rastegar","Department of Electrical Engineering, Sari Branch, Islamic Azad University, Sari, Iran","2022 26th International Electrical Power Distribution Conference (EPDC)","14 Jul 2022","2022","","","76","83","One of the main issues in the field of energy is the production of clean electricity with high power quality. Low quality leads to increased losses and also, malfunctioning of equipment and increase saturated current in transformers. So, it would be necessary that the power quality of energy produced by wind turbines examined effectively and if necessary measures should be taken to improve it. A wind turbine is attached to power grid, using power electronic converter to generate AC output power which is deployed in electrical load. Old wind turbines and their converters used fixed speed to generate output power, but in new wind turbine systems, variable speed is their characteristic and reduce mechanical stress and increase energy capacity are the most important benefits of new systems. In this work, the VSC/SMC/B-B controller is used to simulate a revolutionary Dynamic Voltage Compensation (DVC) as well as PWM Switched Power Filter (SPF) plan for improving power quality issues especially in power distribution grids. The system consists of a wind turbine power system that uses a self-excited induction generator, as well as suggested control structure, being properly modeled by employing MATLAB/Simulink program.","","978-1-6654-5183-3","10.1109/EPDC56235.2022.9817295","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9817295","Wind Energy;Control Strategy;Renewable Energy Sources;Power Quality;Wind Turbine System;Distributed Generation","Wind energy generation;Power quality;Power distribution;Power system stability;Power grids;Stability analysis;Wind turbines","","1","","20","IEEE","14 Jul 2022","","","IEEE","IEEE Conferences"
"Medium and Long-term Power System Development Planning Considering Carbon Dioxide Mitigation","J. Fan; X. Wang; Q. Huang; C. Zhu; Z. Wang","Department of Electrical Engineering, Xi’an Jiaotong University, Xi’an, China; Department of Electrical Engineering, Xi’an Jiaotong University, Xi’an, China; Department of Electrical Engineering, Xi’an Jiaotong University, Xi’an, China; State Grid Zhejiang Electric Power, Corporation Limited, Hangzhou, China; State Grid Economic and Technological, Research Institute Co., Ltd, Beijing, China","2019 IEEE International Conference on Environment and Electrical Engineering and 2019 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","1 Aug 2019","2019","","","1","6","The development of a low carbon economy and the consideration of carbon dioxide mitigation appear an effective solution towards the carbon emission goal in 2030. This paper proposes a medium and long-term power generation planning model considering the technology and policy factors with the accumulated total cost minimized. With the high proportion of renewable energy, this model adds carbon capture and storage technology and the carbon emission trade. A case study based on the future China national grid is provided to verify the proposed model. Results show that the carbon capture and storage technology and the carbon emission trade significantly reduce the carbon emission. Moreover, the utilization of renewable energy is raised, and the installed capacity and generation of fuel power plants are reduced.","","978-1-7281-0653-3","10.1109/EEEIC.2019.8783217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8783217","power generation planning;renewable energy;carbon capture and storage;carbon trade","Carbon dioxide;Planning;Power generation;Coal;Renewable energy sources;Radio frequency;Economics","","1","","13","IEEE","1 Aug 2019","","","IEEE","IEEE Conferences"
"Optimal Power Scheduling Using Data-Driven Carbon Emission Flow Modelling for Carbon Intensity Control","Y. Wang; J. Qiu; Y. Tao","School of Electrical, and Information Engineering, The University of Sydney, Camperdown, NSW, Australia; School of Electrical, and Information Engineering, The University of Sydney, Camperdown, NSW, Australia; School of Electrical, and Information Engineering, The University of Sydney, Camperdown, NSW, Australia","IEEE Transactions on Power Systems","17 Jun 2022","2022","37","4","2894","2905","Regarding the continuing increase of anthropogenic carbon emissions in the power system with growing energy consumption, researchers have focused on managing the demand side to achieve low-carbon transition. However, such a low-carbon transition cannot be achieved effectively without the proper incentive scheme. Moreover, it is desired to improve the computation quality of carbon tracing tools and extend their applications by state-of-art techniques. To fulfil these existing research gaps, this paper proposes a low-carbon optimal scheduling model with demand response (DR) based carbon intensity control. It aims to reduce the dependence of customers on energy sources with high carbon intensities while decreasing reasonable energy consumption. Likewise, a data-driven approach conducted with the Bayesian interfere regression is proposed to carry out the carbon emission flow (CEF) model to cope with the drawbacks of the conventional emission calculation. Moreover, the storage emission and relevant dynamic impacts to the system are fully considered. The proposed data-driven approach is tested on a series of IEEE systems with different sizes, its high accuracy and efficiency are proved by the simulation results. Further, simulation results indicate that the proposed scheduling model can effectively achieve carbon emission mitigation.","1558-0679","","10.1109/TPWRS.2021.3126701","ARC(grant numbers:IH180100020); ARC Training Centre(grant numbers:IC200100023); ARC Linkage(grant numbers:LP200100056); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609535","Data-driven approach;low-carbon economy;carbon emission flow;Bayesian inference;battery storage systems","Carbon dioxide;Carbon;Generators;Costs;Batteries;Carbon tax;Power system dynamics","","54","","31","IEEE","9 Nov 2021","","","IEEE","IEEE Journals"
"Carbon-Oriented Operational Planning in Coupled Electricity and Emission Trading Markets","Y. Wang; J. Qiu; Y. Tao; J. Zhao","School of Electrical and Information Engineering, The University of Sydney, Camperdown, Australia; School of Electrical and Information Engineering, The University of Sydney, Camperdown, Australia; School of Electrical and Information Engineering, The University of Sydney, Camperdown, Australia; School of Science and Engineering, Chinese University of Hong Kong, Shenzhen, China","IEEE Transactions on Power Systems","17 Jun 2020","2020","35","4","3145","3157","Carbon financing policies such as emission trading have been used to assist in emission mitigation worldwide. As energy end-users/consumers are the underlying driver of emissions, it would be difficult to effectively mitigate carbon emissions by creating an emission trading market without active end-users’ involvement. In electricity markets, demand side management (DSM) in the smart grid can manage demands in response to power supply conditions and influence end-users to contribute to improving both network efficiency and economic efficiency. However, it is a relatively new topic to study the environmental benefits of DSM. This paper proposes a two-stage scheduling model to comprehensively investigate the environmental benefits of consumers participating in both electricity and carbon emission trading markets through active DSM. A developed zero sum gains-data envelopment analysis (ZSG-DEA) model based multi-criteria allocation scheme for emission allocation is employed. Meanwhile, the carbon emission flow model (CEF) is applied to track the “virtual” carbon flow accompanying power flow. According to case studies on the IEEE 24-bus system and IEEE 118-bus system, the proposed model can effectively achieve carbon emission mitigation and provide consumers extra environmental benefits in some scenarios. This model can be an important guide for governments to establish emission trading schemes.","1558-0679","","10.1109/TPWRS.2020.2966663","National Natural Science Foundation of China(grant numbers:91746118); Shenzhen Science and Technology Innovation Committee(grant numbers:ZDSYS20170725140921348); Shenzhen Municipal Science and Technology Innovation Committee Basic Research project(grant numbers:CYJ20170410172224515); Robotic Discipline Development Fund(grant numbers:2016-1418); Shenzhen Government and in part by the ARC Research Hub(grant numbers:IH180100020); Sir William Tyree Foundation-Distributed Power Generation Research Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8959118","Low-carbon economy;emission market;climate change policy;energy economics;demand side management","Carbon dioxide;Generators;Carbon tax;Emissions trading;Elasticity;Electricity supply industry;Power systems","","125","","32","IEEE","14 Jan 2020","","","IEEE","IEEE Journals"
"Operational Carbon Mitigation Potential of Flexible Multi-Energy Systems: A Case Study","C. Ripp; J. Barbosa; F. Steinke","Energy Information Networks and Systems, Technical University Darmstadt, Darmstadt, Germany; Energy Information Networks and Systems, Technical University Darmstadt, Darmstadt, Germany; Energy Information Networks and Systems, Technical University Darmstadt, Darmstadt, Germany","2021 IEEE PES Innovative Smart Grid Technologies Europe (ISGT Europe)","21 Dec 2021","2021","","","1","5","We examine the carbon mitigation potential of operational adjustments for a German university campus. To this end, we compare the modeled cost-optimal operation with CO2-minimizing dispatch plans where different limits for the additional, specific CO2 mitigation costs are set. At first, the operational mitigation potential of today's combined heat and power (CHP) driven energy system is analyzed. Then we examine the possible effects of increased flexibility of this multi-energy system by adding heat pumps and heat storage. We include a detailed account of today's operational cost structure including taxes and subsidies. To correctly represent the CO2 footprint of consumed electricity from the grid, we consider the CO2 intensity of Germany's electricity mix as time-dependent. This is important to correctly honor the impact of the multi-energy system's flexibility. We find that given the current regulatory environment, without considering investment costs, large CO2 reductions compared to the modeled cost-optimal operation can only be achieved for specific CO2 mitigation costs above 150€/t. Small reductions can be obtained at much lower cost when a heat pump operates in parallel with the CHP. However, for all scenarios the CO2 reductions can only be realized by exploiting periods with low CO2 intensity of the grid's electricity.","","978-1-6654-4875-8","10.1109/ISGTEurope52324.2021.9640071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9640071","CO2 price;CO2 emission;electricity market regulation;energy system optimization","Renewable energy sources;Electric potential;Costs;Heat pumps;Cogeneration;Finance;Europe","","","","8","IEEE","21 Dec 2021","","","IEEE","IEEE Conferences"
