"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Low-Complexity and Robust PAPR Reduction and LED Nonlinearity Mitigation for UACO-OFDM LiFi Systems","H. Liu; Y. Jiang; X. Zhu; T. Wang","School of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Department of Electrical Engineering and Electronics, University of Liverpool, Liverpool, UK; School of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China","ICC 2019 - 2019 IEEE International Conference on Communications (ICC)","15 Jul 2019","2019","","","1","6","We propose a low-complexity and highperformance joint peak-to-average power ratio (PAPR) reduction and light emitting diode (LED) nonlinearity mitigation approach for unipolar asymmetrically clipped optical-orthogonal frequency division multiplexing (UACO-OFDM) based light fidelity (LiFi) systems. This is the first reported work to apply nonlinear compression based on μ-law companding for UACO-OFDM LiFi systems to reduce PAPR. In order to avoid the effect of the nonlinearity of LED, the transmitted signals are compressed further linearly. The signal distortion caused by nonlinear and linear compression is compensated for using multiple LEDs for simultaneous transmission. The proposed joint PAPR reduction and LED nonlinearity mitigation approach provides low complexity, searching is not required. Also, it is spectrum- and energy-efficient, requiring no pilot and consuming no extra transmission power. Simulation results show that the proposed approach significantly outperforms the state-of-the-art methods in terms of complementary cumulative distribution function (CCDF) and bit error rate (BER), and that it is more robust against the LED nonlinearity than conventional UACO-OFDM LiFi systems and other methods in the literature.","1938-1883","978-1-5386-8088-9","10.1109/ICC.2019.8761898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8761898","","Light emitting diodes;Peak to average power ratio;Light fidelity;Nonlinear distortion;Optical distortion","","6","","23","IEEE","15 Jul 2019","","","IEEE","IEEE Conferences"
"Power Quality issues in Solar Powered Fast Charging Station for Electric Vehicle: Comprehensive Review & Mitigation Measures","P. Mane; R. M. Linus","EEE Department, Kolhapur Institute of Technology’s College of Engineering, (Autonomous), Sanjay Ghodawat University, Kolhapur, Kolhapur, India; EEE Department, Sanjay Ghodawat University, Kolhapur, India","2023 IEEE 8th International Conference for Convergence in Technology (I2CT)","23 May 2023","2023","","","1","9","The growth in Seventh Sustainable goals with Electric Vehicles has been seen day by day due to limitations of traditional combustion engine especially which are having adverse impact on environment. Traditional method follows charging of EVs using the utility grid which leads to unbalance and burden on the existing distribution system. Hence, to address the issues and reduce the dependency on fossil fuel which are limitedly available and cause the air pollution, the charging of EV is encouraged with the use of Renewable Energy Sources (RES) such as solar energy, wind energy, tidal energy, and biomass etc. Among all these energy sources, the solar photovoltaic (PV) based system is a best and feasible solution for EV charging. Also, the main barrier in EV adoption is more charging time and hence to rectify the issues many researchers have been in progress in EV solar powered Fast Charging Station (FCS). This paper reviewed about solar powered FCS and their power quality issues. Moreover, it describes the solution to power quality problems related to integration of PV system, EV and FCS with grid integration.","","979-8-3503-3401-2","10.1109/I2CT57861.2023.10126271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126271","Electric Vehicle;Fast Charging Station;Power Quality;Solar PV etc.","Power measurement;Uncertainty;Wind energy;Power quality;Stability criteria;Power system stability;Charging stations","","2","","57","IEEE","23 May 2023","","","IEEE","IEEE Conferences"
"Reliability Assessment of Standalone Wind-Based Energy Storage System Using Monte Carlo Simulation","N. Amleh; M. AlMuhaini; M. Khalid","Electrical Engineering Department, King Fahd University for Petroleum and Minerals, Dhahran, Saudi Arabia; Electrical Engineering Department, King Fahd University for Petroleum and Minerals, Dhahran, Saudi Arabia; Electrical Engineering Department, King Fahd University for Petroleum and Minerals, Dhahran, Saudi Arabia","2019 IEEE Innovative Smart Grid Technologies - Asia (ISGT Asia)","24 Oct 2019","2019","","","1878","1882","Wind energy is one of the fastest-growing resources in the world. The increase integration of wind can potentially mitigate global warming by reducing the emissions of greenhouse gases. However, the power generated from wind turbines is always fluctuating due to the intermittent nature of the wind. The most effective powerful tool to suppress these fluctuations is by utilizing energy storage systems. Hence, assessing the impact of wind energy and energy storage on the reliability of local loads is an important issue. In this paper, the impact of wind capacity and energy storage on the reliability of local load of the Roy Billinton Test System (RBTS) is studied in the stand-alone operational mode. The performance of the system states and simulation results were performed using Monte Carlo simulations (MCS) and considering the uncertainty of the wind energy.","2378-8542","978-1-7281-3520-5","10.1109/ISGT-Asia.2019.8881327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8881327","energy storage system;wind energy;Monte Carlo simulation;reliability","Energy storage;Reliability;Wind speed;Load modeling;Power system reliability;Wind energy;Time series analysis","","","","18","IEEE","24 Oct 2019","","","IEEE","IEEE Conferences"
"Utilization of Harmonic Emission Limits by Customer Installations in Low and Medium Voltage Networks","M. Pourarab; O. Domianus; J. Meyer; T. Naef; R. Rölli; M. Ulrich","Inst. of El. Pow. Syst. & High Volt. Eng., Technische Universitaet Dresden, Dresden, Germany; Inst. of El. Pow. Syst. & High Volt. Eng., Technische Universitaet Dresden, Dresden, Germany; Inst. of El. Pow. Syst. & High Volt. Eng., Technische Universitaet Dresden, Dresden, Germany; Camille Bauer Metrawatt, Wohlen, Switzerland; Camille Bauer Metrawatt, Wohlen, Switzerland; Camille Bauer Metrawatt, Wohlen, Switzerland","2022 20th International Conference on Harmonics & Quality of Power (ICHQP)","1 Jul 2022","2022","","","1","6","The principle of EMC coordination allocates an allowable harmonic emission to each customer installation. If customers do not utilize their allocated harmonic emission on a larger scale, the existing hosting capacity of the network with regard to harmonic emissions might be under-utilized. This can lead to avoidable costs for either the customers or the network operator, e.g. if unnecessary mitigation equipment is required. This paper characterizes the level of utilization of harmonic emission limits in low and medium voltage networks. For this, a representative set of customer installations in Switzerland is selected, also including renewable generation, storage systems and electric vehicle chargers. Harmonic current and voltage emission limits are calculated according to the applying rules. Data from respective weekly measurement campaign is used to assess the emission levels of customer installations in actual operating modes considering also unbalanced conditions. The utilization of harmonic current and voltage emission limits is presented for the actual operating point of the installations as well as an extrapolated operating point corresponding to the full utilization of the agreed power. Continuous monitored utilization of harmonic emission limits enables the network operators to a more flexible and efficient management of harmonic disturbances and consequently reduction of costs for all stakeholders.","2164-0610","978-1-6654-1639-9","10.1109/ICHQP53011.2022.9808630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9808630","EMC;power quality monitoring;harmonics;emission limits;hosting capacity;harmonic contribution;field measurements","Renewable energy sources;Costs;Power measurement;Current measurement;Medium voltage;Power system harmonics;Harmonic analysis","","","","10","IEEE","1 Jul 2022","","","IEEE","IEEE Conferences"
"End-to-end Learning for Fiber Nonlinearity Mitigation Geometric Shaping via RNN-based Autoencoder","Z. Liu; C. Chen; S. Xiao; W. Hu","State Key Laboratory of Advanced Optical Communication Systems and Networks, Shanghai Jiao Tong University, Shanghai, China; State Key Laboratory of Advanced Optical Communication Systems and Networks, Shanghai Jiao Tong University, Shanghai, China; State Key Laboratory of Advanced Optical Communication Systems and Networks, Shanghai Jiao Tong University, Shanghai, China; State Key Laboratory of Advanced Optical Communication Systems and Networks, Shanghai Jiao Tong University, Shanghai, China","2022 Asia Communications and Photonics Conference (ACP)","10 Apr 2023","2022","","","928","930","We propose a novel scheme for fiber nonlinearity mitigation based on geometric constellation shaping using RNN-based end-to-end autoencoder structure. Simulation results show a Q-factor gain of 0.65 dB and the transmission distance extension compared to the unshaped constellation schemes at the optimal launch power.","","978-1-6654-8155-7","10.1109/ACP55869.2022.10088800","Nature; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10088800","geometric constellation shaping;recurrent neural network;nonlinearity mitigation","Q-factor;Optical fibers;Quadrature amplitude modulation;Simulation;Optical fiber networks;Geometrical optics;Fiber nonlinear optics","","","","12","IEEE","10 Apr 2023","","","IEEE","IEEE Conferences"
"Investigation of the Effectiveness of RF Absorbers for Mitigation of Automotive Radiated Emission by Measurement and Simulation","P. DeRoy; A. Ramanujan; C. Rostamzadeh; M. Worden; T. Monti; W. Schulz","Analog Devices Inc., Wilmington, MA; Analog Devices International, Limerick, Ireland; Robert Bosch LLC, Plymouth, MI; Robert Bosch LLC, Plymouth, MI; DASSAULT SYSTEMES, Nottingham, United Kingdom; DASSAULT SYSTEMES, Darmstadt, Germany","2019 IEEE International Symposium on Electromagnetic Compatibility, Signal & Power Integrity (EMC+SIPI)","5 Sep 2019","2019","","","178","183","Integrated circuit (IC) and printed circuit board (PCB) electromagnetic (EM) modeling methods are becoming essential during the development of automotive electronic control units (ECUs). Academic and industry efforts focus on radiated and conducted emissions from ICs and PCBs. Recent research proposes methods for modelling the far field radiated emissions of ICs and PCBs from near-field data, but this is a very complex problem and dependent upon many factors, often unknown. In this paper, the effectiveness of RF absorbers for the mitigation of radiated emission (RF) at GPS and GLONASS bands according to US automotive OEM requirements is investigated by modeling and measurements.","","978-1-5386-9199-1","10.1109/ISEMC.2019.8825294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8825294","GPS (Global Positioning System);GLONASS (Globalnaya Navigazionnaya Sputnikovaya Sistema);Radiated Emission (RE)","Radio frequency;Absorption;Automotive engineering;Integrated circuit modeling;Reflection;Global Positioning System","","1","","15","IEEE","5 Sep 2019","","","IEEE","IEEE Conferences"
"Practical design of an Off-grid Solar PV system for Domestic application","P. Gopi; M. Ramesh; M. P. Lalitha","Electrical and Electronics Engineering, Annamacharya Institute of Technology and Sciences, Rajampet, India; Electrical and Electronics Engineering, Annamacharya Institute of Technology and Sciences, Rajampet, India; Electrical and Electronics Engineering, Annamacharya Institute of Technology and Sciences, Rajampet, India","2021 IEEE Madras Section Conference (MASCON)","19 Oct 2021","2021","","","1","6","The rapid increase in energy demand must be matched with the rapid increase in energy supply, but unfortunately, this match is difficult so the traditional grid is suffering from blackouts. Hence, there is a need for an innovative approach to energy issues. This research work focuses on the practical design of the stand-alone Solar Photovoltaic system for domestic application considering the clearness of the sky, solar insolation variations, etc. The calculations that are involved in this work were done based on the daily load profile, geographical location of the selected place. The cable size in various stages of the proposed PV system is calculated. The break-even period of the proposed PV system is estimated as 12 years (approximately). The proposed system will reduce 75.48% of electricity bills and mitigate 7.48 tons of CO2 emissions per annum. The percent power loss of the proposed PV system due to the soiling effect was also calculated. The major novelties of this research lie on load profile estimation based on the availability of the sun in a day, and CO2 emissions mitigation, and soiling effect on the PV system power loss.","","978-1-6654-0405-1","10.1109/MASCON51689.2021.9563391","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9563391","Solar Photovoltaics;Flat plate collectors;Cleaness Index;CO2 mitigation;Soiling effect","Photovoltaic systems;IEEE Sections;Moisture;Estimation;Voltage;Inverters;Feeds","","","","12","IEEE","19 Oct 2021","","","IEEE","IEEE Conferences"
"Switching Noise Analysis for Conducted Electromagnetic Interference from of Power Electronic Module","H. -N. Lin; T. -H. Ho; P. -N. Ko; Y. -L. Tsai; H. -C. Hsiao; S. -M. Wu; J. Y. -T. Lin; L. -Y. Lin; J. -S. Lao","Department of Communications Engineering, Feng Chia University, Taichung City, Taiwan; Integrated Circuits Electromagnectic Conpatibillity Reaserch Center, Feng Chia University, Taichung City, Taiwan; Department of Communications Engineering, Feng Chia University, Taichung City, Taiwan; Department of Communications Engineering, Feng Chia University, Taichung City, Taiwan; Department of Communications Engineering, Feng Chia University, Taichung City, Taiwan; Department of Electrical Engineering, National Kaohsiung University, Taiwan; Department of Electrical Engineering, National Kaohsiung University, Taiwan; Bureau of Standards, Metrology and Inspection (BSMI) Ministry of Economic Affairs, Taipei City, Taiwan; Taiwan Testing and Certification Center, Taiwan","2021 Asia-Pacific International Symposium on Electromagnetic Compatibility (APEMC)","16 Nov 2021","2021","","","1","4","The power electronics industry is now facing the higher power density design challenge to keep size shrunken but still meet the strict requirement for electromagnetic compatibility regulation. In this study, we investigated the conducted emission from a high-efficiency and compact size ac-dc switching power adaptor with flyback converter topology, and analyzed the root cause of EMI problem to further apply mitigation techniques for achieving regulation compliance. We first performed conduction emission test to obtain the emission profile for later result comparison and validation, and then utilized the ANSYS Simplorer and Q3D simulation tools to establish the analysis model for the fly-back switching power adaptor. After the simulation of the power module model being validated for effectiveness, we finally implemented the filtering scheme and PCB layout modification to effectively reduce the conducted noise and meet the product standard requirement.","2640-7469","978-1-7281-7621-5","10.1109/APEMC49932.2021.9596955","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9596955","Power density;Electromagnetic compatibility;Conducted emission;Flyback converter;Filtering;PCB layout","Industries;Adaptation models;Power system measurements;Filtering;Electromagnetic interference;Layout;Switches","","","","4","IEEE","16 Nov 2021","","","IEEE","IEEE Conferences"
"Harnessing the Flexibility of District Heating System for Integrating Extensive Share of Renewable Energy Sources in Energy Systems","A. A. Bashir; J. Jokisalo; J. Heljo; A. Safdarian; M. Lehtonen","Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland; Department of Mechanical Engineering, Aalto University, Espoo, Finland; Faculty of Built Environment, University of Tampere, Tampere, Finland; VTT Technical Research Centre of Finland, Espoo, Finland; Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland","IEEE Access","27 Aug 2021","2021","9","","116407","116426","Lately, the European Union has reinforced the targets set to cut back carbon emissions. The energy generation sector and particularly, the district heating (DH) system, is still prevailed by combustion of fossil fuels that heavily contributes to such emissions. This paper presents a system-based approach to study the coupling between electricity and DH sector for effective mitigation of emissions. A mixed integer linear programming framework is proposed that aims to exploit the flexibility of electricity cogeneration together with partial electrification of the DH system by investing in renewable technologies. The objective is to simultaneously minimize the investment cost and emissions. Both the electricity and DH load profiles are segregated into critical and flexible types. Comprehensive demand response (DR) framework of thermostatically controlled loads and electric vehicles is considered while preserving the chronology. The framework is applied to the Finnish energy system considering the generation mix. Results prove that coordinating the electricity cogeneration with renewable generation combined with partly shifting from DH to electrified heating has a great potential in reducing the emissions. For an average weather scenario under DR, the least-cost solution guarantees an annual emission reduction of 12.04% relative to the total emissions of Finland against the total investment of €13.24Bn in wind and solar power generation.","2169-3536","","10.1109/ACCESS.2021.3105829","Aalto University as part of the ‘Renewable Finland’ project organized by the ‘Academy of Finland’; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9515983","Base-load generation;carbon emissions;district heating;demand response;power to heat;two-capacity building model","Buildings;Space heating;Water heating;Resistance heating;Solar heating;Cogeneration;Load management","","9","","86","CCBY","18 Aug 2021","","","IEEE","IEEE Journals"
"The Mediating Effect of Accounting Practices in the Relationship Between GreenTech and Carbon Emissions","T. H. Thabit; J. J. Aleiwi; O. S. Azeez; H. M. Safi; M. B. Raewf","Dept. of Computer Engineering and Information, Ninevah University, Mosul, Iraq; Dept. of Administrative Law, Al-Esraa University College, Baghdad, Iraq; Dept. of Accounting, Al-Hadba University College, Mosul, Iraq; Dept. of Accounting, Cihan University-Erbil, Kurdistan Region, Iraq; Dept. of Accounting, Cihan University-Erbil, Kurdistan Region, Iraq","2023 International Conference on Smart-Green Technology in Electrical and Information Systems (ICSGTEIS)","9 Feb 2024","2023","","","98","103","The aim of this study is to confirm the effect of Green Technologies (GreenTech) and Accounting Practices (AP) on Carbon Emissions (CE). However, the problem statement in this study can be formulated as how GreenTech is affected by the adoption of accounting practices to mitigate carbon emissions for the petrol industry in Iraq. The survey data was collected from accountants working in four foreign companies operating in Iraq. A total of 100 valid questionnaires were completed and used for data collection. To establish both reliability and validity, as well as to evaluate the proposed hypotheses, co-measurement and structural analysis using smart-PLS technique was performed on the valid data set. The findings of this study provide important insights into the links between AP, GreenTech, and CE. AP and CE have a statistically significant association, implying that particular accounting procedures and practices used by corporations may influence their CE levels. This result has ramifications for businesses looking to lessen their environmental effect through accounting changes.","2831-400X","979-8-3503-8282-2","10.1109/ICSGTEIS60500.2023.10424359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424359","Accounting Practices;GreenTech;Carbon Emissions;Carbon Footprint;Renewable Energy","Surveys;Industries;Green products;Carbon dioxide;Reliability;Petroleum;Information systems","","","","33","IEEE","9 Feb 2024","","","IEEE","IEEE Conferences"
