"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Photovoltaic Technical Potential in Republic of Moldova","D. Braga","Department of Energy, Technical University o Moldova, TUM, Chisinau, Republic of Moldova","2019 International Conference on Electromechanical and Energy Systems (SIELMEN)","21 Nov 2019","2019","","","1","6","Nowadays, in the world and especially in European Union, the main concern is sustainable development linked to the use of Renewable Energy Sources (RES) and climate change mitigation. At the same time, in many countries there are being raised the idea of transition to 100% RES. The purpose of this paper is to evaluate the technical potential of the photovoltaic renewable energy sources available in Republic of Moldova with scope to contribute to achievement the goals of the Energy Strategy until 2030, the main state document in the field of energy. The Republic of Moldova is an Associate Membership of the EU and a Membership of Energy Community. These facts determines the country’s development direction and policies of its energy sector. The goals of this Strategy include diversification of energy sources, inclusively RES, ensuring the share of annual electricity production from RES at least 15% (about 1,274 TWh) in 2030 and reducing greenhouse gases emissions by 25% in 2020. Republic of Moldova has an insignificant amount of fossil energy resources (coal, natural gas and oil). At the same time, the renewable electricity production is insignificant and the economy entirely depends on imports of fossil energy resources from neighbor countries. Thus, there is considerable delay in achieving Strategy’s goals.","","978-1-7281-4011-7","10.1109/SIELMEN.2019.8905853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8905853","renewable energy technical potential;photovoltaic energy;electricity production;electricity sources","Radiation effects;Electric potential;Climate change;Solar energy;Satellites;Spatial resolution","","1","","14","IEEE","21 Nov 2019","","","IEEE","IEEE Conferences"
"15.5 An 800mW Fully Integrated Galvanic Isolated Power Transfer System Meeting CISPR 22 Class-B Emission Levels with 6dB Margin","W. Qin; X. Yang; S. Ma; F. Liu; Y. Zhao; T. Zhao; B. Chen","Analog Devices, Shanghai, China; Analog Devices, Beijing, China; Analog Devices, Shanghai, China; Analog Devices, Beijing, China; Analog Devices, Wilmington, MA; Analog Devices, Beijing, China; Analog Devices, Wilmington, MA","2019 IEEE International Solid-State Circuits Conference - (ISSCC)","7 Mar 2019","2019","","","246","248","Industrial field networks play a key role in industrial automation systems. Employing galvanic isolation in the transceivers of such networks has become an essential requisite to guarantee safety and better reliability in harsh industrial environment. For industrial transceivers, isolated power levels between 100mW and 1W are required. Transciever size and cost are also constrained in many industrial applications. However, delivering 100s of mW is challenging for fully integrated solutions without bulky external transformers, and it is also important to control radiated emissions at such power levels. In [1], [2], different ways of implementing fully integrated isolated power links have been proposed. However, they can only deliver 10s of mW, which limits them to low-power applications, e.g., sensor interfaces. Some of the state-of-the-art commercial devices use on-chip transformers made from thick gold traces to deliver 500mW at 33% efficiency [3], but a 4-layer PCB is required to implement a stitching capacitor across the isolation barrier to meet CISPR 22 Class B Electromagnetic Interference (EMI) standards [4]. ln this work, a fully integrated galvanic isolated power transfer system is proposed. By adopting various circuit techniques, 800mW output capability and 34% efficiency is achieved, and component-level emissions are kept low, eliminating the need for costly EMI-mitigation techniques and simplifying the EMI-certification process.","2376-8606","978-1-5386-8531-0","10.1109/ISSCC.2019.8662349","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8662349","","Oscillators;Harmonic analysis;Electromagnetic interference;Power generation;Coils;Capacitors;Resonant frequency","","13","","4","IEEE","7 Mar 2019","","","IEEE","IEEE Conferences"
"Aggregated Load Uncertainty Analysis Through Unsupervised Learning","Y. Wang; B. Chai; S. Liu; M. Wei; F. Zhou","Artificial Intelligence on Electric Power System State Grid Corporation Joint Laboratory, State Grid Smart Grid Research Institute Co. Ltd, Beijing, China; Artificial Intelligence on Electric Power System State Grid Corporation Joint Laboratory, State Grid Smart Grid Research Institute Co. Ltd, Beijing, China; Artificial Intelligence on Electric Power System State Grid Corporation Joint Laboratory, State Grid Smart Grid Research Institute Co. Ltd, Beijing, China; Artificial Intelligence on Electric Power System State Grid Corporation Joint Laboratory, State Grid Smart Grid Research Institute Co. Ltd, Beijing, China; Artificial Intelligence on Electric Power System State Grid Corporation Joint Laboratory, State Grid Smart Grid Research Institute Co. Ltd, Beijing, China","2022 IEEE Transportation Electrification Conference and Expo, Asia-Pacific (ITEC Asia-Pacific)","14 Nov 2022","2022","","","1","6","Climate changes in recent years have raised serious concerns for governmental, academic and industrial communities. One critical mitigation strategy identified was to reduce the carbon emission. New power systems thus have been strategically proposed to achieve the carbon neutrality target in China by 2060. It requires the coordinated operations among the generation, network, load and energy storage sectors, where the transmission and distribution networks are also more tightly connected. Load analysis, specifically load uncertainty analysis, would be necessary to provide deeper insights for the system operation and planning. In this paper, we proposed an unsupervised learning based aggregated load uncertainty analysis approach. Tensor decomposition was applied to decompose the aggregated load profiles collected through SCADA, PMU, smart meters or distribution-level PMUs. The joint aggregation effects were analyzed through the decomposed component profiles. Uncertainty information was extracted through such profiles accordingly. Numerical results obtained from real load data demonstrate the effectiveness of the proposed approach.","","978-1-6654-9206-5","10.1109/ITECAsia-Pacific56316.2022.9941911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9941911","Load;uncertainty;tensor;unsupervised learning","Uncertainty;Tensors;Systems operation;Transportation;Phasor measurement units;Smart meters;Power systems;Climate change","","","","26","IEEE","14 Nov 2022","","","IEEE","IEEE Conferences"
"Renewable Energy Transition for the Himalayan Countries Nepal and Bhutan: Pathways Towards Reliable, Affordable and Sustainable Energy for All","A. Gulagi; S. Pathak; D. Bogdanov; C. Breyer","School of Energy Systems, LUT University, Lappeenranta, Finland; School of Energy Systems, LUT University, Lappeenranta, Finland; School of Energy Systems, LUT University, Lappeenranta, Finland; School of Energy Systems, LUT University, Lappeenranta, Finland","IEEE Access","16 Jun 2021","2021","9","","84520","84544","The Himalayan countries Nepal and Bhutan have been confronted with similar climate change and energy emergencies for quite a long time. Its influence is felt as a barrier in financial, social, infrastructural, and political development. Despite having an enormous amount of renewable energy sources, these countries are unable to fulfil their current energy demand. While the power sector is entirely dependent on hydropower, other sectors depend on fossil fuel imports from India. This study offers a pathway for energy independency, energy for all and transition towards a 100% renewables based energy system. The modelling of the energy sector is done using the LUT Energy System Transition model for a period from 2015 to 2050 in a 5-year time step. This study covers the main energy sectors: power, heat, and transport. Two scenarios are visualised, one considering greenhouse gases (GHG) emissions and the associated mitigation cost and another without these costs, though both scenarios aim at achieving a high share of renewable energy by 2050. A substantial drop in levelised cost of energy is observed for the scenario without GHG emission cost, however, taxing GHG emissions will accelerate the energy transition with the levelised cost of energy on a similar level. It is well possible to transition from 90 €/MWh in 2015 to 49 €/MWh by 2050 for the entire energy system by utilizing indigenous low-cost renewable energy. Solar photovoltaics and hydropower will play a dominant role in 2050, having a share of 67% and 31% respectively. Consequently, this leads to zero GHG emissions. An energy transition towards a sustainable and secure energy system for all by 2050 is well possible in Nepal and Bhutan only through 100% renewable sources and it is both technically and economically feasible despite having substantial limitations in infrastructure and economic development currently.","2169-3536","","10.1109/ACCESS.2021.3087204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9448098","100% renewable energy;Nepal;Bhutan;energy transition;Himalayan countries;hydropower;solar photovoltaics","Hydroelectric power generation;Biomass;Energy consumption;Statistics;Sociology;Petroleum;Electric potential;Climate change","","15","","96","CCBY","7 Jun 2021","","","IEEE","IEEE Journals"
"SLAV Mitigation and Energy-Efficient VM Allocation Technique Using Improvised Grey Wolf Optimization Algorithm for Cloud Computing","N. N. Devi; S. V. Kumar","Department of Computer Science, Auxilium College, Vellore, India; Department of Computer, Applications (PG) Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore, India","2022 8th International Conference on Advanced Computing and Communication Systems (ICACCS)","7 Jun 2022","2022","1","","155","160","A cloud computing environment is an attractive platform to facilitate large-scale sales processes for customers from various industries. However, extensive research has been carried out on the cloud data center to reduce power consumption due to operating costs and CO2 emissions. To provide a prominent solution for reducing power consumption in the cloud center, we proposed a novel VM allocation technique that overcomes the Service Level Agreement (SLA) violation and allocates the VM to the best host through Improvised Grey Wolf Optimization (IGWO) Algorithm. The proposed VM allocation technique takes into account host characteristics such as power consumption and CPU utilization to evaluate the best fit. After VM allocation, we evaluate the remaining capacity of CPU and RAM of the host, which enhances the resource utilization in the cloud center. The experiment was carried out on random datasets with different VMs. The performance of the proposed VM allocation technique is compared to the existing VM migration algorithm like Ant Colony Optimization (ACO) and PABFD (Power-Aware Best Fit Decreasing), the result shows that the proposed method provides a significant performance in terms of energy consumption, SLA violation, and several VM migrations. The proposed VM allocation method consumes low power and violates fewer SLAs, thus providing a green computing environment.","2575-7288","978-1-6654-0816-5","10.1109/ICACCS54159.2022.9785078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9785078","VM;SLAV;Improvised Grey-Wolf Optimization (IGWO);ACO;PABFD","Performance evaluation;Industries;Cloud computing;Power demand;Random access memory;Green computing;Energy efficiency","","4","","9","IEEE","7 Jun 2022","","","IEEE","IEEE Conferences"
"Three Phase Reduction of Inter Harmonic Analysis of PV-MPPT Grid Connected Systems under Partial Shading Conditions","M. Siva Ramkumar; S. Sakthikumar; A. Amudha; G. Emayavaramban","Department of EEE, Karpagam Academy of Higher Education, India; Department of EEE, Karpagam Academy of Higher Education, India; Department of EEE, Karpagam Academy of Higher Education, India; Department of EEE, Karpagam Academy of Higher Education, India","2022 International Conference on Edge Computing and Applications (ICECAA)","8 Nov 2022","2022","","","768","776","In Photovoltaic (PV) grid-connected systems, interharmonics represent a new power quality concern. Earlier research and field analysis have corroborated presence of interharmonic emission from PV connected inverters, with MPPT being amongst the main driving forces of interharmonics. In this sense, MPPT factors like sampling rate have a significant impact on PV system's interharmonic characteristic. While choosing sample rate of MPPT method, there is a trade-off among interharmonic emission and MPPT performance in general. Using a faster MPPT sample rate, for example, will enhance MPPT efficiency while also increasing interharmonic emission levels. To address the issue, this proposal proposes a new solution for interharmonics in PV systems. Because of frequency spectrum distribution, interharmonics in output current may be efficiently decreased. conversely, the suggested technique's MPPT performance can be maintained in the same way as when a fast MPPT sampling rate is used. suggested interharmonic mitigation's efficacy has been tested using a three-phase reduction on a PV- grid-connected system under partial shading condition. The research was carried out with the support of a MATLAB-SIMULINK system.","","978-1-6654-8232-5","10.1109/ICECAA55415.2022.9936399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9936399","Interharmonic;MPPT;PV System;MATLAB/SIMULINK","Photovoltaic systems;System performance;Computational modeling;Power quality;Harmonic analysis;Frequency conversion;Inverters","","1","","8","IEEE","8 Nov 2022","","","IEEE","IEEE Conferences"
"Mitigation of Collapse of Turbo Electric Distributed Propulsion System in Response to Reconfiguration under Extreme Conditions","B. Guddanti; J. Choi; M. S. Illindala","The Ohio State University, Columbus, OH, USA; Oak Ridge National Laboratory, Oak Ridge, TN, USA; The Ohio State University, Columbus, OH, USA","2020 IEEE Industry Applications Society Annual Meeting","1 Feb 2021","2020","","","1","7","Advancement in transportation electrification has led to the revolutionary concept of Turbo electric distributed (TeDP) propulsion in aircrafts. NASA's N3X aims to curb the jet fuel emission by TeDP. There as been a significant number of accidents for commercial aircraft due to various endogenous failure events. Thus, it becomes crucial to analyse the TeDP system under extreme conditions and analyse the survivability under those transient conditions. Reconfiguration under extreme failure events is a way to meet the load demand. However, this creates a transient overload condition due to the fuel map limit of the turboshaft prime mover and affects the DC bus voltage. It is important to understand the survivability of the system during these extreme conditions which can lead to a collapse of the system and can present instability issue because of the CPL. In this work a mathematical analysis of the survivability of the system is presented in order to make it resilient. To prevent the collapse of the system a mitigation strategy has been proposed using the energy storage system which makes the turboshaft to remain in the safe zone. The system was simulated for two different failure conditions in PSCAD and the optimum energy required to make the system survive was obtained.","2576-702X","978-1-7281-7192-0","10.1109/IAS44978.2020.9334811","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9334811","Microgrid;Distributed Energy Resources;Constant Power Loads;More electric aircraft","Atmospheric modeling;Mathematical analysis;Fuels;Aircraft;Transient analysis;PSCAD;Load modeling","","2","","25","IEEE","1 Feb 2021","","","IEEE","IEEE Conferences"
"Smart Grid based Mitigation of Carbon Dioxide Emissions in Various Sectors -A Survey","N. Nimagalu; N. M. Reddy; V. H. Reddy; K. Deepa; V. Sailaja","Department of Electrical and Electronics Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Electrical and Electronics Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Electrical and Electronics Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Electrical and Electronics Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Electrical and Electronics Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India","2023 Third International Conference on Artificial Intelligence and Smart Energy (ICAIS)","27 Mar 2023","2023","","","200","205","Global warming and air pollution are the two main effects of rising carbon dioxide emissions. Additionally, the quick depletion of the world's petroleum reserves continues to harm both the environment and people. principally, industrial, building, electrical, and transportation are the major polluting sectors leading to ozone layer damage. Using non-renewable sources such as fossil fuels like coal, oil, and natural gases are burned increases CO2 emission and utilization. Greenhouse gases effect, CO2 emissions, and critical changes in climatic conditions increase on a day-to-day basis. For environmental sustainability, the current focus has been on reducing CO2 emissions and mitigating the causes of such emissions. There has not been much attention given to the environmental rebound effect (ERE) approach which concentrates on efficiency enhancements and indicators that go beyond energy to multiple environmental concerns. There are many techniques and methods to overcome carbon dioxide emissions. This paper reviews the causes and remedies (photovoltaic, precooling, usage of renewable sources, and sustainable energy technologies) for mitigating CO2 emissions in various sectors.","","978-1-6654-6216-7","10.1109/ICAIS56108.2023.10073772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10073772","Sustainability;Carbon dioxide;Greenhouse gases;Renewable energy;Smart grid;Pre-cooling;Impacts;Mitigation","Photovoltaic systems;Gases;Renewable energy sources;Greenhouse effect;Oils;Green products;Transportation;Climate change;Global warming;Air pollution;Carbon emissions","","1","","21","IEEE","27 Mar 2023","","","IEEE","IEEE Conferences"
"Forecasting Critical Overloads based on Heterogeneous Smart Grid Simulation","M. Bittner; D. Hauer; C. Stippel; K. Scheucher; R. Sudhoff; A. Jantsch","Christian Doppler Laboratory for Embedded Machine Learning, TU Wien, Austria; Siemens AG, Vienna, Austria; TU Wien, Vienna, Austria; TU Wien, Vienna, Austria; Siemens AG, Erlangen, Germany; Christian Doppler Laboratory for Embedded Machine Learning, TU Wien, Austria","2023 International Conference on Machine Learning and Applications (ICMLA)","19 Mar 2024","2023","","","339","346","Climate change mitigation poses a great challenge for our society. The need to reduce greenhouse gas emissions facilitates the expansion of renewable energy sources and electromobility. This transition is an already ongoing process, and with the worldwide increasing energy consumption, we face the need for automatic control and monitoring of the future electrical grid. To ensure a calculable and stable Low Voltage grid we need reliable load forecasting in order to avoid critical overloads and potential financial losses. This paper presents a novel concept for forecasting critical overloads based on an LSTM recurrent neural network. Our algorithm was tested using a one-year simulation of a rural Low Voltage grid section containing a grid-friendly energy community. Our results show the successful detection of 29 overloads within 12 simulated weeks. We reach a recall of 100% and a precision of 85%. Furthermore, we proved the ability of our LSTM to forecast two weeks with an MAE of 12.41 kW for the month of July. When optimizing the weather forecast data, we can lower this to 6.89 kW.","1946-0759","979-8-3503-4534-6","10.1109/ICMLA58977.2023.00054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10459954","Smart Grids;Load Forecasting;Energy Community;Simulation;Deep Learning","Climate change;Smart grids;Load modeling;Deep learning;Simulation;Energy management;Greenhouse gases;Carbon emissions;Environmental monitoring;Forecasting;Renewable energy sources;Low voltage;Long short term memory;Recurrent neural networks;Voltage control;Machine learning","","","","34","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Harnessing Waterbodies in Dhaka: Exploring the Feasibility of Floating Solar PV to Alleviate the Energy Crisis in Bangladesh","M. I. Islam; M. S. Bin Jadin; A. A. Mansur; M. Naiem-Ur-Rahman; M. H. Maruf; M. G. Mohiuddin; A. Shihavuddin","FTKEE, Universiti Malaysia Pahang Al-Sultan Abdullah, Pahang, Pekan, Malaysia; FTKEE, Universiti Malaysia Pahang Al-Sultan Abdullah, Pahang, Pekan, Malaysia; Dept of Electrical and Electronic-Engineering, Green University of Bangladesh, Dhaka, Bangladesh; Dept of Electrical and Electronic-Engineering, Green University of Bangladesh, Dhaka, Bangladesh; Dept of Electrical and Electronic-Engineering, Green University of Bangladesh, Dhaka, Bangladesh; Dept of English, Green University of Bangladesh, Dhaka, Bangladesh; Dept of Electrical and Electronic-Engineering, Green University of Bangladesh, Dhaka, Bangladesh","2023 5th International Conference on Sustainable Technologies for Industry 5.0 (STI)","25 Mar 2024","2023","","","1","6","Addressing the energy crisis in the 21st century is pivotal for sustainable development. In recent years, Bangladesh has had a significant energy crisis due to the scarcity of fossil fuels as an indirect effect of the economic downturn after the COVID-19 epidemic and the ongoing conflict between Ukraine and Russia. The persistent power outages have detrimentally impacted both economic output and investor confidence. The implementation of floating solar photovoltaic (FSPV) plants has emerged as a feasible solution to address the energy crisis in Bangladesh and alleviate the lack of energy resources. This article thoroughly examined the feasibility of FSPV systems regarding technical, economic, and ecological considerations by conducting PVsyst simulations in several appropriate lakes in the Dhaka Metropolitan region. The study found that by harnessing 5% and 10% of the surface area of the selected lakes, it is possible to achieve a DC capacity of 27.5 MW and 55 MW, resulting in an annual power generation of about 48,282.736 MWh and 93,749.817 MWh respectively. The article investigated the economic viability using the levelized cost of energy metric, revealing an average LCOE of $0.17/kWh. Additionally, the study highlights the potential of FSPV systems to reduce yearly CO2 emissions by 29,355.90349 and 56,999.88874 tons by utilizing 5% and 10% resources respectively. This substantial decrease in emissions significantly contributes to the carbon reduction targets of the country. Overall, the research provides valuable insights into bridging the energy gap and emphasizes the viability of FSPV technology as a practical solution to the energy crisis of Bangladesh in line with SDGs.","","979-8-3503-9431-3","10.1109/STI59863.2023.10464785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10464785","Feasibility;Floating Solar PV;Mitigation;Energy Crisis;PVsyst;LCOE","Economics;Photovoltaic systems;Renewable energy sources;Biological system modeling;Sociology;Lakes;Power system reliability","","","","17","IEEE","25 Mar 2024","","","IEEE","IEEE Conferences"
