"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Flexibility From Energy Systems Integration: Supporting Synergies Among Sectors","A. Orths; C. L. Anderson; T. Brown; J. Mulhern; D. Pudjianto; B. Ernst; M. O‘Malley; J. McCalley; G. Strbac","Energinet, Fredericia, Denmark; Cornell University, Ithaca, NY, USA; KIT, Karlsruhe, Germany; PJM Interconnection, Audubon, PA, USA; Imperial College London, London, UK; Fraunhofer IEE, Kassel, Germany; National Renewable Energy Laboratory, Denver, Colorado, United States; Iowa State University, Ames, IA, USA; Imperial College London, London, UK","IEEE Power and Energy Magazine","22 Oct 2019","2019","17","6","67","78","Energy systems integration, or sector coupling, has several drivers that span climate impact mitigation and economics to social and regulatory considerations. A key question is what is sector coupling, and how does it impact the flexibility of the energy system? Here, the energy system includes several sectors—electricity, gas, heat, and transportation—that have been independent for decades in most countries except for their coupling via combined heat and power (CHP) units. In energy systems integration, some sectors may provide flexibility to other sectors, while other sectors will require flexibility when interlinking. To support these synergies among sectors, it is important to explore and quantify mutual interactions as well as seek examples of how these integrations can provide flexibility and other benefits. From the perspective of the electricity sector, it is important to ensure that there is enough flexibility in the interconnected systems to support decarbonization goals, such as those set in the Paris Agreement, while ensuring operational reliability.","1558-4216","","10.1109/MPE.2019.2931054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8879609","","Heat pumps;Couplings;Resistance heating;Space heating;Cogeneration;Renewable energy sources;Solar heating;Energy management","","19","","6","IEEE","22 Oct 2019","","","IEEE","IEEE Magazines"
"Effect of Endogenous Failure Events on the Survivability of Turboelectric Distributed Propulsion System","B. Guddanti; J. Choi; M. S. Illindala; R. Roychowdhury","Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, USA; Oak Ridge National Laboratory, Knoxville, TN, USA; Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, USA; Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, USA","IEEE Transactions on Industry Applications","19 Jan 2022","2022","58","1","224","232","Recent advancements in aircraft electrification have led to the introduction of turboelectric distributed propulsion (TeDP). For instance, NASA's N3X airplane aims to curb jet fuel emissions with the aid of TeDP. However, it is crucial to analyze the survivability of the TeDP system during extreme conditions. The endogenous failure events are of specific interest as they were found to cause a significant number of accidents for commercial aircraft. While the distribution reconfiguration is necessary to meet the critical load demands under extreme failure events, it can also create a transient overload condition in the turboshaft engine. The power system survivability is further deteriorated in the presence of constant power loads. In this article, a mathematical analysis of the survivability of the system is presented to make the aircraft power system highly resilient to endogenous failure events. A power system collapse mitigation strategy is proposed by adding an energy storage system. Moreover, the analytical expressions are formulated to size the energy storage unit to prevent the system collapse. Various failure conditions are modeled using PSCAD/EMTDC to study the minimum energy storage required to prevent system collapse.","1939-9367","","10.1109/TIA.2021.3124739","National Aeronautics and Space Administration(grant numbers:NNX17AJ92A); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599466","Constant power loads (CPLs);distributed energy resources;distribution system;energy storage system (ESS);fuel map;microgrid;more electric aircraft (MEA);prime mover;PSCAD/EMTDC;stability;synchronous generator;voltage collapse","Voltage;Generators;Turbines;Aircraft;Rotors;Fuels;Aircraft propulsion","","4","","33","IEEE","2 Nov 2021","","","IEEE","IEEE Journals"
"Electromagnetic Interference Mitigation in Wide-Bandgap Power Conversion: Managing Fast Switching Transitions","A. Bhalla","Rensselaer Polytechnic Institute, Troy, New York","IEEE Power Electronics Magazine","18 Jun 2019","2019","6","2","32","35","Wide-bandgap (WBG) devices used in power conversion can switch within nanoseconds, promising low losses. Because such edge rates can cause electromagnetic interference (EMI) problems, special precautions must be taken to ensure trouble-free operation and compliance with international emissions standards.","2329-9215","","10.1109/MPEL.2019.2909840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8739001","","Switches;Electromagnetic interference;Capacitance;Logic gates;Silicon carbide;Heating systems;Transient analysis;Bandgap","","2","","2","IEEE","18 Jun 2019","","","IEEE","IEEE Magazines"
"Electric Vehicle Charge Management for Lowering Costs and Environmental Impact","E. Apostolaki-Iosifidou; M. Pruckner; S. Woo; T. Lipman","Grid Integration, Systems, and Mobility (GISMo), SLAC National Accelerator Laboratory, Menlo Park, CA, USA; Energy Informatics, Friedrich-Alexander University Erlangen-Nuernberg, Erlangen, Germany; Transportation Sustainability Research Center (TSRC), University of California, Berkeley, Berkeley, CA, USA; Transportation Sustainability Research Center (TSRC), University of California, Berkeley, Berkeley, CA, USA","2020 IEEE Conference on Technologies for Sustainability (SusTech)","28 Jul 2020","2020","","","1","7","As the number of electric vehicles is increasing, there is a pervasive call for research and new strategies in the field of vehicle grid integration. Using electric vehicle real-time data, drivers' spatial behavior and patterns can be derived for their morning and evening commute. These patterns combined with dynamic electricity costs, wholesale and retail, and variable greenhouse gas (GHG) emissions, lead to significant outcomes on savings and environmental impact. In this study, electric vehicle charging management is analyzed for the case of north California, using real world data. The study provides insights about driving behaviors, charging decisions, electricity prices, and environmental impact, while the methodology can be applied in other areas. Results show a) north California regions that need special attention in terms of charging decisions in order to reduce wholesale electricity prices, b) temporal findings for utility electricity price reduction with PM hours the most important slots, and c) possibilities for environmental impact mitigation.","","978-1-7281-3108-5","10.1109/SusTech47890.2020.9150524","Bavaria California Technology Center (BaCaTeC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9150524","electric vehicles;smart charging;electricity costs savings;environmental impact;vehicle grid integration","Electric vehicle charging;Pricing;Sustainable development;Vehicle dynamics;Telematics;Carbon dioxide","","1","","16","IEEE","28 Jul 2020","","","IEEE","IEEE Conferences"
"A Research on Importance of Using Renewable Energy Sources by Organizations within The Scope of Green Deal Preparations","B. Ersöz; H. İ. Bülbül","Computer Education and Instructional Technology, Gazi University, Ankara, Turkey; Computer Education and Instructional Technology, Gazi University, Ankara, Turkey","2022 11th International Conference on Renewable Energy Research and Application (ICRERA)","25 Oct 2022","2022","","","213","218","Global warming, which occurs as a reflection of human activities, causes negative effects on the environment, economy and most importantly, the health of living things. This situation, caused by climate change, poses a great threat to all life in the world. In this direction, the European Union has led a comprehensive transformation in tackling the climate crisis by announcing the European Green Deal in 2019. Organizations operating in agriculture, transportation, industry, energy and many other fields need to shape their infrastructure systems within the scope of the Green Deal. In this way, the importance of using renewable energy sources as an alternative is increasing. Within the scope of the research for the purpose of confirming the information in the literature, a survey was applied to the organizations in Turkey. According to the results of the research, it was seen that the financial inadequacy and awareness levels of the organizations towards renewable energy sources within the scope of the green deal were low. The aim of the study is to guide the activities of the organizations in the transformation they have entered within the scope of the Green Deal and to contribute to the literature.","2572-6013","978-1-6654-7140-4","10.1109/ICRERA55966.2022.9922809","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9922809","Green Deal;Renewable energy;CO2 emission;Organization","Renewable energy sources;Transportation industry;Green products;Europe;Organizations;Transforms;Air pollution","","","","15","IEEE","25 Oct 2022","","","IEEE","IEEE Conferences"
"A Comprehensive Review of Mitigation Strategies to Address Insulation Challenges within High Voltage, High Power Density (U)WBG Power Module Packages","P. Adhikari; M. Ghassemi","Department of Electrical and Computer Engineering, Zero Emission, Realization of Optimized Energy Systems (ZEROES) Laboratory, The University of Texas at Dallas, Richardson, TX, USA; Department of Electrical and Computer Engineering, Zero Emission, Realization of Optimized Energy Systems (ZEROES) Laboratory, The University of Texas at Dallas, Richardson, TX, USA","IEEE Transactions on Dielectrics and Electrical Insulation","","2024","PP","99","1","1","Within the expanding domain of electrical power demand, the future of power module packaging is entwined with the progress of (ultra) wide bandgap (UWBG) materials. These materials, like silicon carbide (SiC), aluminum nitride (AlN), and diamond, offer advantages with higher power density, decreased weight, and expanded operational abilities regarding temperature, voltage, and frequency. However, the pursuit of pushing these limits confronts challenges within insulation systems, which may struggle to endure the demands of these parameters, potentially resulting in unfavorable conditions like high electric field, space charge accumulation, electrical treeing, and partial discharge (PD), leading to insulation failure. The emphasis of this paper is to review the insulation challenges within (U)WBG power modules and recent research in mitigating the electric field stress at triple points (TPs) and resolving the PD issues. The manuscript first discusses the high electric field stress issue at triple points. Then, ceramic substrate materials, encapsulation materials, and the influence of harsh weather conditions on them are reviewed. The space charge, electrical treeing, and PD issues within encapsulation materials are analyzed under practical operation conditions of (U)WBG power modules like high frequency, temperature, and square wave pulses. Finally, the various strategies to alleviate the associated insulation challenges are meticulously discussed. While the identified mitigation strategies are able to strengthen insulation systems for packaging, their validation under actual operational conditions of (U)WBG power modules remains relatively unexplored, representing a potential avenue for further investigation. This review offers a valuable framework by providing the constraints of the current studies and recommendations for the future that can be utilized as a reference point for future research endeavors.","1558-4135","","10.1109/TDEI.2024.3382070","National Science Foundation(grant numbers:2306093); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479590","(U)WBG power module packaging;partial discharge;triple points;encapsulation material;electric field stress;high power density;field grading materials;nonlinear field-dependent conductivity layer","Substrates;Electric fields;Multichip modules;Ceramics;Stress;Encapsulation;Aluminum nitride","","","","","CCBYNCND","26 Mar 2024","","","IEEE","IEEE Early Access Articles"
"Joint Power and Tilt Control in Satellite Constellation for NGSO-GSO Interference Mitigation","M. Jalali; F. Ortiz; E. Lagunas; S. Kisseleff; L. Emiliani; S. Chatzinotas","Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Société Européenne des Satellites (SES), Betzdorf, Luxembourg; Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg","IEEE Open Journal of Vehicular Technology","1 Sep 2023","2023","4","","545","557","The number of non-geostationary orbit (NGSO) satellite constellations is growing persistently. Accordingly, co-channel interference with geostationary orbit (GSO) networks will inevitably affect the operation of NGSO and GSO satellites in the years to come. Towards protecting the well-established GSO systems from the interference produced by the newly launched NGSO satellite constellations, the international telecommunication union (ITU) has established regulations and evaluation metrics for the aggregated emitted power flux-densities from NGSO systems. In conformity with these regulations, the NGSO operators should avoid disruptive emissions, which could lead to acute service interruptions. To reduce the downlink interference levels and alleviate harmful service disconnectivity of satellite constellations, we propose a joint power and tilt control strategy to maximize user demand satisfaction. Our proposed method ensures that the equivalent power flux-density (EPFD) from satellite constellation satisfies the ITU regulatory limits while the radio resource management for the user service is optimized via power control and tilting. Simulation results analyzing EPFD levels and geographical dependencies and the performance of optimized LEO transmissions are presented, showing the benefit of the proposed technique in terms of service continuity and spectrum coexistence.","2644-1330","","10.1109/OJVT.2023.3302511","Luxembourg National Research Fund; Project MegaLEO(grant numbers:C20/IS/14767486); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10209992","GSO-NGSO satellite co-existence;interference management;equivalent power flux-density;satellite tilting;demand satisfaction","Interference;Satellite broadcasting;Satellites;Low earth orbit satellites;Regulation;Satellite constellations;ITU","","","","28","CCBY","7 Aug 2023","","","IEEE","IEEE Journals"
"Whale Optimization Algorithm for Renewable Energy Sources Integration Considering Solar-to-Vehicle Technology","A. Alsharif; A. A. Ahmed; M. M. Khaleel; Y. Nassar; M. A. Sharif; H. J. El-Khozondar","Electrical and Electronic Department, Faculty of Technical Sciences-Sabha, Sebha, Libya; Mechanical Engineering Department, Bani Waleed University, Bani Waleed, Libya; Department College of Civil Aviation, Aeronautical Engineering, Misurata, Libya; Mechanical & Renewable Eng. Dep., Wadi Alshatti University, Brack, Libya; Department of Renewable Energy Eng., Sebha University, Sebha, Libya; Electrical Engineering Department, Islamic University of Gaza, Gaza, Palestine","2023 IEEE 9th International Women in Engineering (WIE) Conference on Electrical and Computer Engineering (WIECON-ECE)","26 Mar 2024","2023","","","397","401","Hybrid Renewable Energy Sources (HRESs) integration with Electric Vehicles (EVs) is an interesting area of research in sustainable transportation and energy sectors. It involves combining different Renewable Energy Sources (RESs) such as solar, wind, and hydro to power EVs. Solar-to-Vehicle (S2V) technology is one of the cutting-edge methods to provide sustainability in the energy and transportation sectors. However, public acceptance and cost are the two most common limitations. Different optimization algorithms are used for HRES optimization. This study considers the Whale Optimization Algorithm (WOA) to optimize the system components and the obtained result is validated with Particle Swarm Optimization (PSO). The impact analysis of the EV and RESs integration is analyzed. The provided results show a higher amount of energy can be gained due to the high solar radiation in the case study that addresses the limitations of S2V.","2837-8245","979-8-3503-1965-1","10.1109/WIECON-ECE60392.2023.10456379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10456379","HRESs;EV;S2V;WOA;PSO","Renewable energy sources;Wind;Costs;Transportation;Optimization methods;Whale optimization algorithms;Solar radiation","","1","","24","IEEE","26 Mar 2024","","","IEEE","IEEE Conferences"
"Hydrogen Energy Storage System for Demand Forecast Error Mitigation and Voltage Stabilization in a Fast-Charging Station","T. Wu; X. Ji; G. Wang; Y. Liu; Q. Yang; Z. Bao; J. Peng","School of Mechanical Engineering and Automation, Harbin Institute of Technology, Shenzhen, China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China; College of Electrical Engineering, Zhejiang University, Hangzhou, China; College of Electrical Engineering, Zhejiang University, Hangzhou, China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, China","IEEE Transactions on Industry Applications","14 Mar 2022","2022","58","2","2718","2727","Hydrogen energy storage system (HESS) has attracted tremendous interest due to its low emissions and high storage efficiency. In this article, the HESS is considered as an essential tool in hydrogen-integrated transportation and power systems to alleviate EV charging demand forecast error in a fast-charging station (FCS) and to solve voltage deviation problem due to the huge uptake of fast chargers on the utility grid. First, the wavelet transform (WT) method and long short-term memory (LSTM) neural network are combined to precisely predict the nonstationary traffic flow (TF). Then, a queueing theory-based model is developed to convert the predicted TF to the expected EV charging demand in FCS by considering charging service limitations and driver behaviors. Third, the charging demand prediction error is used to schedule the components in a HESS by considering their inherent properties and operational limits. As a result, the HESS configuration can be determined by analyzing the tradeoff between the investment cost and the monetary penalty due to charging demand forecast error and voltage deviation. The proposed solution is validated through a case study with mathematical justifications and simulation results.","1939-9367","","10.1109/TIA.2021.3089446","National Natural Science Foundation of China(grant numbers:51907126,51807120); Foundations of Shenzhen and Technology Committee(grant numbers:JCYJ20170817100412438,JCYJ20190808141019317); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9456041","Electric vehicle;fast-charging station (FCS);hydrogen-integrated transportation and power systems (HTPSs);solid oxide fuel cell (SOFC)","Electric vehicle charging;Neural networks;Predictive models;Logic gates;Hydrogen;Data models;Vehicles","","20","","32","IEEE","15 Jun 2021","","","IEEE","IEEE Journals"
"Experimental Demonstration of a Simplified SOA Nonlinearity Mitigation scheme","E. Sillekens; F. M. Ferreira; R. I. Killey; P. Bayvel","Dept. of Electronic & Electrical Engineering, Optical Networks Group, University College London, U.K.; Dept. of Electronic & Electrical Engineering, Optical Networks Group, University College London, U.K.; Dept. of Electronic & Electrical Engineering, Optical Networks Group, University College London, U.K.; Dept. of Electronic & Electrical Engineering, Optical Networks Group, University College London, U.K.","2023 Optical Fiber Communications Conference and Exhibition (OFC)","19 May 2023","2023","","","1","3","We experimentally demonstrated a digital learned-filter mitigation scheme for semiconductor optical amplifier-induced nonlinear distortion of single-polarisation 32 GBd 16QAM and 64QAM signals in a back-to-back configuration.","","979-8-3503-1229-4","10.1364/OFC.2023.W3E.5","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10116602","","Semiconductor optical amplifiers;Semiconductor device modeling;Optical fiber amplifiers;Parameter estimation;Stimulated emission;Nonlinear distortion;Optical distortion","","1","","11","","19 May 2023","","","IEEE","IEEE Conferences"
