"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Impact of Combined Electric Vehicle and PV Parking Lot to Reliability of Distribution Network Systems and Its Mitigations","A. Nornagoro; K. M. Banjar-Nahor; F. S. Rahman; R. Rahmani; N. Hariyanto","PT PLN (Persero), Bandung, Indonesia; Institut Teknologi Bandung, Bandung, Indonesia; Institut Teknologi Bandung, Bandung, Indonesia; PT Quadran Energi Rekayasa, Bandung, Indonesia; Institut Teknologi Bandung, Bandung, Indonesia","2020 International Conference on Technology and Policy in Energy and Electric Power (ICT-PEP)","10 Nov 2020","2020","","","283","288","Plug-in Hybrid Electric Vehicle (PHEV) have been widely used today. Grid to Vehicle (G2V) and Vehicle to Grid (V2G) will be the main challenge of the future smart networks with the increasing population of electric vehicles (EVs). Apart from all the advantages of massive use of electric vehicles, this can cause some problems in the electricity network system, such as the reliability and power quality of the distribution network system. For instance, when the battery charging takes place, the transformer may become overloaded, and another problem such as faster aging of a transformer may occur. Utilization of PV in charging station (SPKLU) or parking lot (PVP) of electric vehicles may become a solution. Another possible solution is to separate the general load or customers from the electric vehicle loads through additional utility transformers, so that the reliability and power quality of general customers will not be impacted by the electric car battery charging activity. In this research, the combined effects of EVs and PVP on the loading and aging of utility transformers are examined based on IEEE Std C57.91-1995. EVs load profile is modeled with monte carlo simulations and tested on a distribution system with 4 different scenarios. It was obtained that the use of PVP and the separation of EVs and general loads may improve the reliability and quality of the distribution network system and maintain transformer lifetime.","","978-1-7281-8835-5","10.1109/ICT-PEP50916.2020.9249941","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9249941","EVs;Monte-Carlo;reliability and power quality of distribution system;PV;parking lot;transformer","Monte Carlo methods;Power quality;Distribution networks;Aging;Power system reliability;Reliability;Load modeling","","4","","16","IEEE","10 Nov 2020","","","IEEE","IEEE Conferences"
"Data Measurements of Harmonic and Subra-Harmonics Emission by AC Drive for Dry Milling Systems","C. Boonseng; R. Boonseng; K. Kularbphettong","Faculty of Engineering, King Mongkut’s Institute of Technology, Ladkrabang, Bangkok, Thailand; Faculty of Engineering, King Mongkut’s Institute of Technology, Ladkrabang, Bangkok, Thailand; Faculty of Science and Technology, Suan Sunandha Rajabhat University, Bangkok, Thailand","2019 22nd International Conference on Electrical Machines and Systems (ICEMS)","5 Dec 2019","2019","","","1","4","The ac drives which operate at a poor power factor decreases motor speed and injected large harmonic current and subra-harmonics into the supply network. The effects of harmonic and subra-harmonic that are injected into the network include overheating of transformers and motor and other instrumentation that were not designed with an insensitivity to harmonic in the supply. Thus, some form of harmonic and subra-harmonic mitigation is required. The PQube3 compact instrument is simply the best power monitor and real-time sensor and it records harmonic and supra-harmonics of AC drive for dry-milling system. To reduce the harmonic current and subra-harmonic injected in the network. The Hybrid Power Filter System(HPFs) are chosen because they can solve this problem with the least cost and the same effect as active filter. The results show that the association of HPFs is a very good solution for harmonic and subra-harmonic problems.","2642-5513","978-1-7281-3398-0","10.1109/ICEMS.2019.8922085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8922085","harmonic;supra-harmonics;power quality;emission levels;electromagnetic compatibility","Power harmonic filters;Harmonic analysis;Active filters;Power filters;Voltage measurement;Reactive power","","","","10","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"Energy Planning and Utilization in the North Sulawesi Electricity System","A. M. N. Pratama; B. M. Sutardi; I. Zidny; I. Lewi; Hasanuddin; S. Hidayat; P. O. Hadi","Graduate Program PLN-ITB, PLN Corporate University, Jakarta, Indonesia; Graduate Program PLN-ITB, PLN Corporate University, Jakarta, Indonesia; Graduate Program PLN-ITB, PLN Corporate University, Jakarta, Indonesia; Graduate Program PLN-ITB, PLN Corporate University, Jakarta, Indonesia; PLN UIP3B Sulawesi, Makassar, Indonesia; Bandung Institute of Technology, School of Electrical and Informatics Engineering, Bandung, Indonesia; Bandung Institute of Technology, School of Electrical and Informatics Engineering, Bandung, Indonesia","2023 International Conference on Electrical Engineering and Informatics (ICEEI)","18 Dec 2023","2023","","","1","6","Energy sector is one of the contributors to climate change besides forestry, environment, and transportation sectors. Then, the results of the COP 26 in Glasgow meeting states that Indonesia have a target to achieve Net Zero Emission (NZE) by 2060 if there is international support for funding and technology with some note that this project does not interfere with availability and affordability. In achieving the zero-emission target, the government is implementing five main principles, which include increasing the use of new renewable energy (NRE), reducing fossil energy, explore the use of electric vehicles in the transportation sector, increasing the use of electricity in households and industries, and utilizing Carbon Capture and Storage (CCS). In this paper several proposals can be made to further reduce production costs and reduce greenhouse gas emissions in the North Sulawesi system compared to Electricity Supply Business Plan by PLN which is called RUPTL. Two additional scenarios can be used for the proposal, which are addition of geothermal, solar and pump hydro to replace coal power plant and construction of North Sulawesi interconnection with Central Sulawesi. From the simulation results of the cost and carbon emission analysis between three scenarios, the scenario from RUPTL is the cheapest in terms of cost at 3.295 billion USD and the interconnection scenario is the smallest in terms of emissions, with CO2 emissions reaching 0 Mt.","2155-6830","979-8-3503-8129-0","10.1109/ICEEI59426.2023.10346794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10346794","energy;renewable;emission;cost;coal","Costs;Simulation;Industries;Voltage;Reliability engineering;Stability analysis;Climate change;Renewable energy sources;Coal industry","","","","6","IEEE","18 Dec 2023","","","IEEE","IEEE Conferences"
"Energy Conservation Approach for Continuous Power Quality Improvement: A Case Study","L. P. Raj Nadimuthu; K. Victor; C. H. Basha; T. Mariprasath; C. Dhanamjayulu; S. Padmanaban; B. Khan","Centre for Rural Energy, The Gandhigram Rural Institute (Deemed to be University), Chinnalapatti, Tamil Nadu, India; Centre for Rural Energy, The Gandhigram Rural Institute (Deemed to be University), Chinnalapatti, Tamil Nadu, India; K. S. R. M. College of Engineering (Autonomous), Kadapa, Andhra Pradesh, India; K. S. R. M. College of Engineering (Autonomous), Kadapa, Andhra Pradesh, India; School of Electrical Engineering, VIT University, Vellore, India; Department of Business Development and Technology, CTIF Global Capsule, Aarhus University, Aarhus, Denmark; Department of Electrical and Computer Engineering, Hawassa University, Awassa, Ethiopia","IEEE Access","4 Nov 2021","2021","9","","146959","146969","This work focused on a harmonic mitigating filter and investigated the effect of the harmonic mitigating filter in the textile industry with innovative energy conservation strategies for energy bill reduction, which covers a pathway to climate change mitigation. Here, the effect of the harmonic filter is found out by the systematic energy audit methodology (Preliminary, Detailed and Post-Audit phase). From the energy auditing, it has been found that the textile industry needed a passive harmonic filter for harmonic mitigation. Since, third, fifth, and seventh order of harmonic predominantly exists in the system. The high stability at higher current, known tuning frequency, low cost and low power consumption makes the passive filter to be the best fit for the system. The voltage and current Total Harmonic Distortion Factor (THDF) have been measured using the class ‘A’ power quality and energy analyzer. The harmonic filter’s effect in harmonics mitigation is prominent; 66.45% of the reduction of current harmonics which is achieved after installing the passive filter at the Point of Common Coupling (PCC) of the system. Also, the reduction of harmonics ensures energy conservation through the reduction of additional losses (joule, copper and eddy current losses). The techno-economic analysis with payback period calculation is carried out and reported. Also, the effect of harmonics like mechanical anomalies (temperature rise) is carefully studied using an infrared thermo graphic technique in the textile industry’s motor loads. The energy conservation and their carbon emission reduction are calculated and reported.","2169-3536","","10.1109/ACCESS.2021.3123153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9585721","Carbon emission reduction;energy audit;energy conservation;harmonic mitigation;passive mitigation techniques;and power quality","Power harmonic filters;Textile industry;Harmonic analysis;Power quality;Induction motors;Energy conservation;Climate change","","17","","25","CCBY","26 Oct 2021","","","IEEE","IEEE Journals"
"Active Distribution System State Estimation on Modified IEEE 33 bus test system","J. K. Watitwa; K. O. Awodele","Department of Electrical Engineering, University of Cape Town, Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, Cape Town, South Africa","2020 International SAUPEC/RobMech/PRASA Conference","19 Mar 2020","2020","","","1","6","Distributed Generation units have been continuously deployed over the past twenty years in distribution power systems as mitigation against greenhouse gas emissions and climate change. Therefore distribution systems, which were designed initially as passive networks with little monitoring, are evolving into active networks, forcing Distribution System Operators to implement the required Distribution Management Systems control applications. Distribution System State Estimation (DSSE) is a crucial component in Distribution Management Systems. However, despite Transmission System State Estimation being common since its inception in the late 1960s, its methods are not directly transferable to DSSE since transmission systems differ from distribution networks in their operation, design, and topology. This paper develops and tests the performance of Active Distribution System State Estimation Weighted Least Square (WLS) algorithm, which considers the integration of Distributed Generation. The optimum Distributed Generation units placement on the IEEE 33 is evaluated using the Particle Swarm Optimization method. Finally, the state estimation results are compared with real-time load flow results obtained from MATLAB Simulation.","","978-1-7281-4162-6","10.1109/SAUPEC/RobMech/PRASA48453.2020.9041234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9041234","Active distribution state estimation;optimal DG placement;IEEE 33 bus test system;WLS;PSO","Passive networks;Voltage measurement;Real-time systems;Distributed power generation;Climate change;Smart grids;Power systems","","5","","22","IEEE","19 Mar 2020","","","IEEE","IEEE Conferences"
"Game-Theoretic Capacity Expansion Analysis Under Carbon Emission Constraints","A. Suski; D. Chattopadhyay","Power System Planning Group, ESMAP, The World Bank, Washington, DC, USA; Power System Planning Group, ESMAP, The World Bank, Washington, DC, USA","IEEE Transactions on Power Systems","19 Oct 2023","2023","38","6","5570","5584","In this paper, we develop a long-term capacity expansion analysis model that considers strategic bidding behavior by dominant generation companies together with new entry decisions, including renewables, to meet a long-term carbon reduction constraint. We deploy a centralized quadratic programming formulation of the Nash-Cournot game to analyze day-ahead electricity market prices. In our model, strategic producers simultaneously make investment and production decisions, deploying an open-loop Cournot game. We have implemented the model for Ukraine's day-ahead electricity market, which has been highly prone to market power issues. The case study results show significant inefficiencies in peak prices and explore scenarios of alternative mitigation options and their efficacies. Finally, the case study is extended to also explore implications of a low carbon future through emission-constrained runs, evaluation of the performance-based emission policy, and sensitivity on different portfolios of new renewable investors.","1558-0679","","10.1109/TPWRS.2023.3234223","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006408","Cournot;electricity market;modeling;Ukraine","Investment;Game theory;Electricity supply industry;Renewable energy sources;Capacity planning;Power markets;Carbon emissions;Modeling","","4","","54","IEEE","4 Jan 2023","","","IEEE","IEEE Journals"
"Hydrogen Production and Use: An Overview of its Importance in Mitigating Climate Change and its Nexus with Renewable and Power Engineering","A. Albatayneh; M. Jaradat; L. Moldovan","Energy Engineering Department, German Jordanian University, Amman, Jordan; Energy Engineering Department, German Jordanian University, Amman, Jordan; Department of Electronics and Telecommunications, University of Oradea, Oradea, Romania","2023 17th International Conference on Engineering of Modern Electric Systems (EMES)","10 Jul 2023","2023","","","1","4","Using hydrogen as a substitute for traditional fossil fuels has gained considerable attention as it can be used in various sectors, such as transportation, heating, and electricity production. This paper thoroughly examines the significance of hydrogen in addressing climate change. It will emphasize the association between renewable energy, power engineering, and hydrogen production and utilization. Hydrogen can be produced from renewable and non-renewable sources, like natural gas, solar, and wind power. This versatility positions hydrogen to play an essential role in transitioning to a low-carbon economy and mitigating the effects of climate change. The paper will highlight the advantages of hydrogen over traditional fossil fuels, such as its lower carbon emissions and the potential to reduce reliance on imported oil. Moreover, it will explore various industries where hydrogen can be utilized, like transportation, heating, and electricity production. Additionally, the paper will investigate the potential barriers to the widespread use of hydrogen, including technological, economic, policy, and regulatory challenges. The ultimate goal of this paper is to offer a comprehensive overview of hydrogen's potential to combat climate change, its relationship with renewable energy and power engineering, and the potential roadblocks in its implementation.","","979-8-3503-1063-4","10.1109/EMES58375.2023.10171647","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10171647","Mitigating Climate Change;formatting;Nexus;Renewable Energy;Power Engineering;Hydrogen","Renewable energy sources;Climate change;Power engineering;Electric potential;Hydrogen;Transportation;Production","","","","36","IEEE","10 Jul 2023","","","IEEE","IEEE Conferences"
"Risk Assessment Matrix for a Small-Size Household Dye-Sensitized Solar Photovoltaic Power Plant System","Z. Varga; E. Rácz","Doctoral School of Applied Informatics and Applied Mathematics, Óbuda University; Power System Department, Kandó Kálmán Faculty of Electrical Engineering, Óbuda University, Budapest, Hungary","2021 IEEE 4th International Conference and Workshop Óbuda on Electrical and Power Engineering (CANDO-EPE)","10 Jan 2022","2021","","","71","76","Solar systems are widespread and play a dominant role in the global electricity generation. Photovoltaic systems are mostly installed on the top of roofs. Amongst the lot of solar cells, Dye Sensitized Solar Cells has some outstanding opportunities which makes it more favourable for users. One of its advantages is that it can be used for architecture e.g., covering windows and terrasses. Beside the outcoming power from the solar system, the risk is also a very vital factor before the installation. The main object of this paper is to assess the risk of a Dye Sensitized Solar Cell which is installed on the top of roofs. In order to achieve the above-mentioned aim, a Risk Assessment Matrix method was used. For the data collection peer-reviewed literature was used. From the results, the risk index is the highest for strike from birds in PV site (B4) and the disadvantage of the surrounding area (B3). However, an electric hazard is a serious risk, and the risk probability is possible, the risk severity is moderate. It is also concluded that the component ageing plays an important role in solar DSSC systems (C4). In order to decrease the risk probability and the risk severity, mitigation measurements must be taken such as bird spikes and regular maintenance of the environment.","","978-1-6654-2023-5","10.1109/CANDO-EPE54223.2021.9667895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9667895","Dye-Sensitized Solar Cell;DSSC;Risk Assessment Matrix;Risk","Photovoltaic systems;Power engineering;Photovoltaic cells;Conferences;Maintenance engineering;Birds;Hazards","","","","16","IEEE","10 Jan 2022","","","IEEE","IEEE Conferences"
"Supraharmonics in Power Grid: Identification, Standards, and Measurement Techniques","S. T. Y. Alfalahi; A. A. Alkahtani; A. Q. Al-Shetwi; A. S. Al-Ogaili; A. A. Abbood; M. B. Mansor; Y. Fazea","Institute of Sustainable Energy (ISE), Universiti Tenaga Nasional, Kajang, Selangor, Malaysia; Institute of Sustainable Energy (ISE), Universiti Tenaga Nasional, Kajang, Selangor, Malaysia; Department of Electrical Engineering, Fahad Bin Sultan University, Tabuk, Saudi Arabia; Institute of Power Engineering (IPE), Universiti Tenaga Nasional, Kajang, Selangor, Malaysia; Department of Communication Engineering, University of Technology, Baghdad, Iraq; Department of Electrical and Electronic Engineering, Universiti Tenaga Nasional, Kajang, Selangor, Malaysia; Internetworks Research Laboratory, School of Computing, Universiti Utara Malaysia, Sintok, Kedah, Malaysia","IEEE Access","28 Jul 2021","2021","9","","103677","103690","In the electric power distribution system, power electronics technologies associated with renewable energy systems (RES) and smart grids have gained growing interest. The power electronics devices are used to convert, control, or transfer electric power from RES to the power grids. However, the continuous increase in switching frequencies resulting from these power electronics technologies has led to the emergence of new emissions in the range of 2-150 kHz, outside the classical frequency range for power quality. These emissions are known worldwide as supraharmonics (SH). These emissions negatively affect the power quality of electrical distribution systems and reduce their efficiency and lifetime. Thus, the supraharmonics emissions have been investigated in the literature, and several methods were developed focusing on identifying, measuring, and setting new standards to mitigate the impact of these emissions on the power quality. Although these individual studies have been well documented, a comparative overview of its identifications, current standards, and measurement techniques had not been described so far. Therefore, this study extensively reviews the related techniques and standards for identifying, measuring, and mitigating SH emissions. Moreover, the current research gap in this important field is highlighted, and an illustration on how this problem was tackled in the past few years is presented. Additionally, the SH characteristics alongside insights into the mitigations and measurements are highlighted and analyzed accordingly. Finally, some important recommendations to mitigate SH emissions are suggested. This review will hopefully strengthen the efforts toward the development of SH domain by providing the necessary groundwork for further mitigations, standards, and measuring techniques improvement.","2169-3536","","10.1109/ACCESS.2021.3099013","Innovation and Research Management Centre (iRMC) of the Universiti Tenaga Nasional (UNITEN) through BOLDREFRESH2025—CENTRE OF EXCELLENCE(grant numbers:J510050002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9492140","Grid integration;harmonics emissions;high frequency;power quality;renewable energy sources;supraharmonics","Standards;Harmonic analysis;Distortion;Power quality;Harmonic distortion;Power harmonic filters;Frequency conversion","","35","","58","CCBY","21 Jul 2021","","","IEEE","IEEE Journals"
"Fault Detection and Localization in Distribution System using Sparse Matrix Reconstruction","Y. Kumar; V. P. Meena; A. Mathur; V. P. Singh","Department of Electrical Engineering, Malaviya National Institute of Technology, Jaipur, Rajasthan, India; Department of Electrical Engineering, Malaviya National Institute of Technology, Jaipur, Rajasthan, India; Department of Electrical Engineering, Malaviya National Institute of Technology, Jaipur, Rajasthan, India; Department of Electrical Engineering, Malaviya National Institute of Technology, Jaipur, Rajasthan, India","2023 International Conference on Computer, Electronics & Electrical Engineering & their Applications (IC2E3)","29 Sep 2023","2023","","","1","6","The increasing emphasis on reducing carbon emissions and addressing climate change has led to a growing role for renewable energy sources. The integration of distributed generators and electric vehicles into the distribution networks has made fault diagnosis more complex due to the impact on network operations. To modernize these grids, advanced telecommunications technology and high-frequency sensors are being deployed. Consequently, an effective fault diagnosis strategy is critical to effectively utilize the grid’s equipment and minimize the impact of faults on the system and its components. Quick detection and localization of faults lead to faster isolation and restoration of supply thereby improving power quality and network reliability. This paper presents a sparse matrix reconstruction technique to detect faults with the help of PMU. In this paper, optimal placement of PMUs is done first, and then positive seq voltage of both pre-fault and during-fault conditions are measured. The difference between them is then used to recover the current change vector through the least absolute shrinkage and selection operator (LASSO) with the help of which fault is detected. The proposed algorithm is tested on a modified IEEE 9 bus test case system modeled on PSCAD/EMTDC.","","979-8-3503-3800-3","10.1109/IC2E357697.2023.10262446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10262446","PMU-Phasor Measurement Unit;NN-Neural Networks;GPR-Gaussian Progression Regression","Climate change;Sparse matrices;Carbon dioxide;Carbon emissions;Renewable energy sources;Location awareness;Power distribution planning;Fault diagnosis;Power distribution reliability;Power system restoration;Power grids;Power quality","","","","31","IEEE","29 Sep 2023","","","IEEE","IEEE Conferences"
