"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Complex-Valued Neural Network Design for Mitigation of Signal Distortions in Optical Links","P. J. Freire; V. Neskornuik; A. Napoli; B. Spinnler; N. Costa; G. Khanna; E. Riccardi; J. E. Prilepsky; S. K. Turitsyn","Aston Institute of Photonic Technologies, Aston University, Birmingham, U.K.; Aston Institute of Photonic Technologies, Aston University, Birmingham, U.K.; Infinera R&D, Munich, Germany; Infinera R&D, Munich, Germany; Infinera Unipessoal, Lda, Carnaxide, Portugal; Technical University of Munich (TUM), Munich, Germany; Telecom Italia Mobile, Via Arrigo Olivetti, Torino, TO, Italy; Aston Institute of Photonic Technologies, Aston University, Birmingham, U.K.; Aston Institute of Photonic Technologies, Aston University, Birmingham, U.K.","Journal of Lightwave Technology","29 Mar 2021","2021","39","6","1696","1705","Nonlinearity compensation is considered as a key enabler to increase channel transmission rates in the installed optical communication systems. Recently, data-driven approaches - motivated by modern machine learning techniques - have been proposed for optical communications in place of traditional model-based counterparts. In particular, the application of neural networks (NN) allows improving the performance of complex modern fiber-optic systems without relying on any a priori knowledge of their specific parameters. In this work, we introduce a novel design of complex-valued NN for optical systems and examine its performance in standard single mode fiber (SSMF) and large effective-area fiber (LEAF) links operating in relatively high nonlinear regime. First, we present a methodology to design a new type of NN based on the assumption that the channel model is more accurate in the nonlinear regime. Second, we implement a Bayesian optimizer to jointly adapt the size of the NN and its number of input taps depending on the different fiber properties and total length. Finally, the proposed NN is numerically and experimentally validated showing an improvement of 1.7 dB in the linear regime, 2.04 dB at the optimal optical power and 2.61 at the max available power on Q-factor when transmitting a WDM 30 × 200G DP-16QAM signal over a 612 km SSMF legacy link. The results highlight that the NN is able to mitigate not only part of the nonlinear impairments caused by optical fiber propagation but also imperfections resulting from using low-cost legacy transceiver components, such as digital-to-analog converter (DAC) and Mach-Zehnder modulator.","1558-2213","","10.1109/JLT.2020.3042414","EU H2020 Program under the Marie Skodowska-Curie(grant numbers:766115,813144); Leverhulme Trust(grant numbers:RP-2018-063); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9280329","Neural network;nonlinear equalizer;channel model;metropolitan links;Bayesian optimizer;coherent detection","Artificial neural networks;Optical fiber communication;Optical distortion;Optical polarization;Neurons;Mathematical model;Nonlinear distortion","","45","","35","IEEE","3 Dec 2020","","","IEEE","IEEE Journals"
"The Psychology Of Sustainable Energy","I. Tsanov","Faculty of Electrical Engineering, Technical University of Varna, Varna, Bulgaria","2023 18th Conference on Electrical Machines, Drives and Power Systems (ELMA)","9 Aug 2023","2023","","","1","4","Sustainable energy is a critical aspect of the global effort to reduce carbon emissions and mitigate climate change. Psychology plays a vital role in achieving that goal because the decision-making processes of individuals and communities are influenced by psychological factors that affect their attitude towards sustainable energy. This article will examine psychological factors influencing sustainable energy and how they affect the behavior and decisions of individuals, organizations, and policymakers.","","979-8-3503-1127-3","10.1109/ELMA58392.2023.10202254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10202254","Behavioral changes;Energy and behavior;psychological factors","Renewable energy sources;Social factors;Green products;Education;Psychology;Climate change;Sustainable development","","","","17","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Improving Energy Efficiency in DC Microgrids with Integrated Energy Storage","S. Kim; J. Kucka; S. . -N. Kim; D. Dujic","Future Power Grid Research Department, Hyundai Electric & Energy Systems, Yongin 16891, Republic of Korea; Power Electronics Laboratory, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Future Power Grid Research Department, Hyundai Electric & Energy Systems, Yongin 16891, Republic of Korea; Power Electronics Laboratory, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland","CIRED 2021 - The 26th International Conference and Exhibition on Electricity Distribution","25 Jan 2022","2021","2021","","1787","1791","This paper experimentally demonstrates highly efficient and emission-free operating modes of marine DC microgrids by integrating energy storage systems. Laboratory-scaled DC microgrids including a central controller are established to mimic marine low-voltage DC microgrids, commercially built. Two supercapacitor banks are employed in the DC microgrids as integrated energy storage. With the microgrids, three operating modes which are available in DC vessels with integrated energy storage are experimentally demonstrated: load leveling - keeping generator loads within generator's optimal operating ranges and minimising a number of running generators by charging energy for light load and discharging it for overload, transient mitigation - improving transient system performance and reducing transient engine emissions by fast-response energy storage systems, and zero emission - shutting down onboard generators while in a port with electrical power supply from energy storage systems or onshore power grids. Furthermore, potential benefits of the above ship operating modes are discussed from the experimental test results. This study proves that the integrated energy storage can provide high potential for the energy savings as well as allow for achieving zero-emission ports.","","978-1-83953-591-8","10.1049/icp.2021.1848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9692106","","","","","","","","25 Jan 2022","","","IET","IET Conferences"
"Use of Macro/Micro Models and Business Intelligence tools for Energy Assessment and Scenario based Modeling","U. u. R. Zia; M. Zulfiqar; U. Azram; M. Haris; M. A. Khan; M. O. Zahoor","Mechanical, UOL-Islamabad, Islamabad, Pakistan; Mechanical, UOL-Islamabad, Islamabad, Pakistan; Mechanical, UOL-Islamabad, Rawalpindi, Pakistan; Mechanical, UOL-Islamabad, Islamabad, Pakistan; Mechanical, UOL-Islamabad, Mansehra, Pakistan; Mechanical, UOL-Islamabad, Chakwal, Pakistan","2019 4th International Conference on Emerging Trends in Engineering, Sciences and Technology (ICEEST)","6 Feb 2020","2019","","","1","7","Energy assessment and scenario based modeling needs a large quantitative information for providing an accurate analysis. This requires a need of computer model to analyze them. These models (financial, economic, or etc.) often employ scenario analysis to investigate different assumptions about the technical and economical conditions at play. Hence, a large number of software tools, techniques and modeling approaches are used, some better than the other. A wide range of techniques are employed, ranging from broadly economic to broadly engineering. Mathematical optimization is often used to determine the least-cost in some sense. Models can be international, regional, national, municipal, or stand-alone in scope. However, the choice of a suitable model is highly complex since a wrong choice will cost industry a significant amount of time and money only to end up with some inaccurate or wrong results. The initial part of this study analyze different approaches for energy modeling and which software tool will be most feasible to use under those conditions. The outputs from these models may include the system feasibility, greenhouse gas emissions, cumulative financial costs, natural resource use, and energy efficiency of the system under investigation. Hence, even after careful selection of a modeling tool, the interpretation of output data is still a complex task since it requires handling a large amount of data. Thus, the second part of this study deals with business intelligence tools that can be used to handle and properly interpret that data. Especially in the context of scenario based modeling, these tools can provide graphical representation of different dynamics just by using simple clicks once the model is ready. This analysis will help industries and R&D departments through performing better assessments and ease of data handling.","","978-1-7281-5149-6","10.1109/ICEEST48626.2019.8981691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8981691","Energy Assessment;Scenario based Modeling;Business Intelligence;Technology Innovation","Biological system modeling;Tools;Mathematical model;Analytical models;Optimization;Data models;Business intelligence","","","","20","IEEE","6 Feb 2020","","","IEEE","IEEE Conferences"
"The Effect of Climate Change on Variable Renewable Energy in South Africa: A Trend Analysis","M. K. Mupazviriho; A. Dalton; B. Bekker","Department of Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa; Department of Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa; Department of Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa","2022 57th International Universities Power Engineering Conference (UPEC)","18 Oct 2022","2022","","","1","6","The advent of climate change (CC) resulting from anthropogenic carbon emissions has resulted in increased adoption of variable renewable energy (VRE) resources in electricity generation as part of emissions mitigation strategies. Consequently, there has been an upsurge in the uptake of solar and wind resources in South Africa. However, as VRE sources depend on meteorological conditions, it is anticipated that VRE sources are likely to be affected by CC. This paper seeks to establish whether there are historic trends in solar and wind resource availability and variability in South Africa that can be attributed to CC. Understanding the shifts in resource potential would aid policy makers and network planners in optimally selecting and siting future VRE generators. A trend analysis was conducted using the ERA5 reanalysis dataset spanning the period from 1951 to 2020. Results indicated that the summer season has shown significant declining trends in solar and wind energy resource. Generally, in areas with good resource potential, less significant changes were observed compared to areas with poorer resource potential, which showed stronger decreasing trends along with increased variability. It is recommended that further analyses be conducted using climate projections to assess future resource shifts and changes to underlying patterns of variability.","","978-1-6654-5505-3","10.1109/UPEC55022.2022.9917826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9917826","climate change;variable renewable energy;resource assessment","Renewable energy sources;Climate change;Power engineering;Wind energy;Carbon dioxide;Market research;Generators","","1","","23","IEEE","18 Oct 2022","","","IEEE","IEEE Conferences"
"Estimation of Kerr nonlinearity distortion in coherent dense wavelength-division multiplexing fiber-optic communication lines","A. Lotsmanov; V. Neskorniuk; G. Sidelnikov; P. Plotnikov","Moscow Research Center, Huawei Technologies Co. Ltd., Moscow, Russia; Consultant at Moscow Research Center, Huawei Technologies Co. Ltd., Moscow, Russia; Moscow Research Center, Huawei Technologies Co. Ltd., Moscow, Russia; Moscow Research Center, Huawei Technologies Co. Ltd., Moscow, Russia","2019 IEEE International Black Sea Conference on Communications and Networking (BlackSeaCom)","26 Aug 2019","2019","","","1","3","The new technique estimating the power of SPM and XPM nonlinear interference is proposed. The technique is illustrated by its application to a particular fiber-optic communication link.","","978-1-7281-3234-1","10.1109/BlackSeaCom.2019.8812821","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812821","Fiber-optic communications;Kerr nonlinearity;nonlinearity mitigation","Modulation;Nonlinear distortion;Optical fiber networks;Optical fiber amplifiers","","1","","9","IEEE","26 Aug 2019","","","IEEE","IEEE Conferences"
"Artificial Neural Network Symbol Estimator With Enhanced Robustness to Nonlinear Phase Noise","J. M. Santos; A. Carena; P. P. Monteiro; F. P. Guiomar","Instituto de Telecomunicações, University of Aveiro, Aveiro, Portugal; Dipartimento di Elettronica e Telecomunicazioni, Politecnico di Torino, Torino, Italy; Instituto de Telecomunicações, University of Aveiro, Aveiro, Portugal; Instituto de Telecomunicações, University of Aveiro, Aveiro, Portugal","IEEE Photonics Technology Letters","26 Oct 2021","2021","33","23","1341","1344","This letter reports a novel approach for nonlinear phase noise mitigation, based on artificial neural networks (ANNs) tailored to classification applications and a pre-processing stage of feature engineering. Starting with a set of proof-of-concept simulations, we verify that the proposed system can achieve optimal performance for the additive white Gaussian noise (AWGN) channel. Then, considering a dispersion-less channel with strong nonlinear phase noise (NLPN) distortion, we demonstrate a Q-factor increase of 0.4dB, comparing with standard carrier-phase estimation (CPE) followed by minimum distance detection. Finally, simulating the propagation of 64Gbaud PM-16QAM over standard single mode fiber (SSMF), we verify that the ANN-based solution is effective on wavelength-division multiplexing (WDM) transmission conditions, enabling to increase the maximum signal reach by approximately 1 fiber span over the legacy CPE-enabled NLPN compensation.","1941-0174","","10.1109/LPT.2021.3120074","European Regional Development Fund (FEDER), through the Portugal 2020 Framework (CENTRO 2020); National Public Funds (Fundação para a Ciência e Tecnologia (FCT), OE) Projects Optical Radio Convergence Infrastructure for Communications and Power Delivering (ORCIP)(grant numbers:CENTRO-01-0145-FEDER-022141); FreeComm-B5G(grant numbers:UIDB/50008/2020); Italian Ministry for University and Research (PRIN 2017, Project FIRST); “La Caixa” Foundation(grant numbers:ID 100010434,LCF/BQ/PR20/11770015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9570338","Artificial neural network;coherent detection;nonlinear mitigation;optical communications","Nonlinear optics;Training;Optical distortion;Phase noise;Optical network units;Channel estimation;AWGN channels","","1","","12","IEEE","14 Oct 2021","","","IEEE","IEEE Journals"
"Development of the PERC Solar Cell","A. Blakers","Australian National University, Canberra, ACT, Australia","IEEE Journal of Photovoltaics","22 Apr 2019","2019","9","3","629","635","This paper reviews the development of the passivated emitter and rear cell (PERC) silicon solar cell in the 1980s, which set several efficiency records, but was not taken up commercially at the time. Following extensive development of suitable fabrication processes, materials, and production tools, the PERC solar cell is now on track to become the dominant commercial solar cell. Since photovoltaics (PV) itself is on track to become the dominant energy generation technology, the PERC is having a global impact in both energy generation and greenhouse gas emission reduction. Assuming an average growth rate of annual PV installations of 25%, PV mitigation of greenhouse gases will reach about 5% in 2022, including 2% from PERCs, with much higher values expected later in the 2020s. This review focuses on the period of development of the PERC during the 1980s.","2156-3403","","10.1109/JPHOTOV.2019.2899460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8653319","Passivated emitter and rear cell (PERC);photovoltaics (PV);silicon solar cell","Photovoltaic cells;Passivation;Silicon;Aluminum;Photovoltaic systems","","152","","40","OAPA","26 Feb 2019","","","IEEE","IEEE Journals"
"A Review of the Impairments and Challenges of Radio over Fiber Technology and their Mitigation Strategies","F. Keti; S. M. S. Atroshey; J. A. Hamadamin","Electrical and Computer Engineering Department, University of Duhok, Duhok, Iraq; Biomedical Engineering Department, University of Duhok, Duhok, Iraq; Electrical Engineering Department, Salahaddin University, Erbil, Iraq","2022 International Conference on Computer Science and Software Engineering (CSASE)","25 Apr 2022","2022","","","95","100","In the Radio over Fiber (RoF) transmission system, a radio signal modulates the light wave transmitted over an optical fiber. This technology provides a better pathway for propagating wireless signals via optical mediums in broadband wireless networks. RoF technology has evolved over the last three decades with a large-scale number of research that has been accomplished in this field. RoF Technology suffers from different challenges. Many of them have already been overcome, and many more need to be addressed. In emerging networks such as 5G and beyond, the bandwidth, latency, Jitter, and fidelity demands on fronthaul networks result in significant challenges to the RoF schemes. Furthermore, the movement from the lower microwave region to the mm-wave region was straight forward advantageous for wireless operations in terms of bandwidth. However, this movement imposes more challenges on RoF deployment because the combination of wireless and wired (Fiber) networks in one infrastructure is a difficult task and challenging. Therefore, this paper provides a general overview of the RoF technology with a detailed focus on the impairments, the mitigation strategies and techniques, and a discussion of its future challenges.","","978-1-6654-2632-9","10.1109/CSASE51777.2022.9759619","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9759619","Dispersion;Nonlinearity impairments;Optical Fiber;Radio over Fiber;Wireless Signals","Optical fibers;5G mobile communication;Wireless networks;Bandwidth;Optical fiber networks;WDM networks;Broadband communication","","4","","60","IEEE","25 Apr 2022","","","IEEE","IEEE Conferences"
"Climate Change: The Impact and Exploring The Path Forward","H. Joshi; Nokshi; R. Chauhan; R. Rawat; R. Gupta","Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Computer Science and Engineering, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India; Chitkara University Institute of Engineering and Tech, Chitkara University, Punjab, India","2024 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)","20 Mar 2024","2024","","","1","7","Climate change has become a widespread topic in recent years. This situation is a result of greenhouse gas emissions that have an big impact on the environment as well as on human beings. Climate change is one of most difficult ongoing problem that humanity is ever going to tackled. This paper deals with the concept of climate, climate change, its causes, impacts on human and environment, solutions and also the policies that has been made by different countries government to tackle the problem of climate change. Numerous attempts has been made by government or NGOs to estimate how climate change would affect biological range in the future and have assumed uniform reactions or shifts with temperature or throughout a species range, but our findings suggest that this may not be a realistic strategy to cope with the problem","","979-8-3503-0641-5","10.1109/IITCEE59897.2024.10467588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467588","Climate change;Causes;Impacts of climate change;Effects;Mitigation and adaptation;Intergovernmental panel on climate change (IPCC);Political ideology;NPACC(National Action Plan on Climate Change)","Climate change;Technological innovation;Renewable energy sources;Temperature distribution;Government;Wind power generation;Global warming","","1","","18","IEEE","20 Mar 2024","","","IEEE","IEEE Conferences"
