"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design And Behavioral Study Of EMI Filter Intended For Aeronautical Application","S. KHELLADI; K. SACI; A. HADJADJ; A. ALES","Laboratory of analysis, control of energy systems and electrical networks (LACoSERE), University Amar Telidji, Laghouat, Algeria; Laboratory of analysis, control of energy systems and electrical networks (LACoSERE), University Amar Telidji, Laghouat, Algeria; Laboratory of analysis, control of energy systems and electrical networks (LACoSERE), University Amar Telidji, Laghouat, Algeria; Laboratory Electrotechnical Systems Polytechnic Military School, Algiers, Algeria","2019 International Conference on Advanced Electrical Engineering (ICAEE)","2 Mar 2020","2019","","","1","5","This paper aims to depict approach of a Practical design procedure of an (EMI) filter to decrease the electromagnetic interferences induced by a DC-DC converter intended to use in avionic environment and qualifying to the DO-160E class LMH standard (network side), in the frequency band of 150 kHz - 30 MHz. this paper also highlights the impact of intrinsic parasitic elements of the passive components used in the designed filter on its high-frequency behavior. The designed EMI filter is been dedicated for a high-power buck converter operating at a switching frequency of 20 kHz with an output power of 740W. The study of the system composed of The dc-dc converter, the EMI filter, and a line-impedance stabilization network (LISN) is carried out via simulation using high-frequency equivalent model to obtain the conducted emissions (CE) levels of common mode (CM) and Differential mode (DM). Simulations results are provided afterward to evaluate the mitigation performances of the designed EMI filter. then a demonstration of the influence of inherent stray elements of components on the filter performances is presented in the last section of the paper.","","978-1-7281-2220-5","10.1109/ICAEE47123.2019.9014806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9014806","dc-dc Converter;CM filtre;DM filtre;stray elements.","Electromagnetic interference;Power harmonic filters;Attenuation;Capacitors;Impedance;Damping;DC-DC power converters","","3","","8","IEEE","2 Mar 2020","","","IEEE","IEEE Conferences"
"Carbon-Neutral Academic Activities in Argentina: Can it become feasible?","J. C. Medina; L. I. Silva; A. G. Bucciarelli; D. Ferreyra","CIT RAFAELA UNRaf – CONICET; CIT RAFAELA UNRaf – CONICET; CIT RAFAELA UNRaf – CONICET; GISENER UTN, San Francisco","2020 IEEE Congreso Bienal de Argentina (ARGENCON)","13 Aug 2021","2020","","","1","7","The article study some current worldwide academic projects devoted to mitigate the carbon footprint produced by a specific academic activity. Based on these experiences, the authors analyze different alternatives to create the first nearly carbon-neutral academic activity ever reported in Argentina. The first step consists on estimating the amount of CO2 equivalent produced by the academic activity under analysis: Postgraduate course on Energy Efficiency and Renewable Energies in Universidad Nacional de Rafaela, Argentina. Then, two potential mitigation projects (installation of PV system and urban forestation) are assessed taking into account the feasibility due to the region where the university is located. The next step is the quantification of the CO2 equivalent mitigated by each project. Finally, the strategy outlined to mitigate the total carbon footprint produced by the postgraduate course is presented.","","978-1-7281-5957-7","10.1109/ARGENCON49523.2020.9505537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9505537","Greenhouse gases;university diploma;renewable energy","Open Access;Local government;Greenhouse effect;Buildings;Forestry;Energy efficiency;Public policy","","","","23","IEEE","13 Aug 2021","","","IEEE","IEEE Conferences"
"Design and Implementation of Electric Vehicle Fast Tag Charger Using Solar Photovoltaic System","S. V. Kumar; C. Kathirvel; P. S. V. Jude","Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore, Tamilnadu, India; Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore, Tamilnadu, India; Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore, Tamilnadu, India","2022 International Conference on Augmented Intelligence and Sustainable Systems (ICAISS)","16 Jan 2023","2022","","","1341","1345","Government agencies and non-governmental organizations are pushing for a more environmentally friendly alternative based on renewable energy sources. To cut carbon emissions and combat climate change, energy must dependent on Re-generable fuels and especially transportation must become more dependent on electric as the world's resources decline. As a result, electric cars and bikes are being developed to reduce vehicular pollution. Photo-voltaic systems are one of the most frequently used renewable, green and clean energy technologies. The radiation from the sunlight converts into electricity through solar photovoltaic cells and it is used in all electronic devices. A fast tag charging station is one way to get started with a solar-powered electric vehicle. In case of long travel, charging stations must be present on the highways to recharge the electric vehicle batteries.","","978-1-6654-8962-1","10.1109/ICAISS55157.2022.10010761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10010761","Solar panel;PIC16F877A;RFID;Relay;LCD","Road transportation;Renewable energy sources;Costs;Government;Transportation;Charging stations;Electric vehicles;Climate change","","","","16","IEEE","16 Jan 2023","","","IEEE","IEEE Conferences"
"Design Optimization and Performance Evaluation of Passive Filters for Acoustic Noise Mitigation in Locally Manufactured Small Wind Turbines","K. C. Latoufis; A. I. Vassilakis; I. K. K. Grapsas; N. D. Hatziargyriou","Electrical and Computer Engineering Department, National Technical University of Athens (NTUA), Athens, Greece; Electrical and Computer Engineering Department, National Technical University of Athens (NTUA), Athens, Greece; Electrical and Computer Engineering Department, National Technical University of Athens (NTUA), Athens, Greece; Electrical and Computer Engineering Department, National Technical University of Athens (NTUA), Athens, Greece","IEEE Transactions on Industry Applications","20 May 2024","2024","60","3","4350","4365","Acoustic noise emissions from locally manufactured small wind turbines, caused by current harmonics during low wind speeds, have been mitigated with the use of passive filters, thus increasing user community acceptance. In this paper various topologies of passive filters are investigated, while their optimal design is developed through a novel whole-system electro-mechanical approach. Specifically, the L-RLC passive filter topology is optimized for minimum line current total harmonic distortion, minimum change in the terminal voltage of the axial flux permanent magnet generator, and for reduced power losses. The optimal filter design is manufactured and field tested for acoustic noise emissions and power performance, while also being compared to other passive filter topologies.","1939-9367","","10.1109/TIA.2024.3371954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10457034","Acoustic measurements;acoustic noise;harmonic distortion;Permanent magnet machines;Wind power generation","Passive filters;Power harmonic filters;Acoustic noise;Topology;Harmonic analysis;Rotors;Current measurement","","","","45","IEEE","1 Mar 2024","","","IEEE","IEEE Journals"
"High-Dimensional Radial Basis Function Extension Interpolation Nonlinear Post-Distorter in Visible Light Communication Systems","N. Chen; J. Wang; B. -Z. Shen; M. Zhao","Telecommunication Engineering Department, State Key Laboratory of Integrated Services Network and Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi'an, China; Telecommunication Engineering Department, State Key Laboratory of Integrated Services Network and Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi'an, China; Telecommunication Engineering Department, State Key Laboratory of Integrated Services Network and Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi'an, China; Beijing Fire and Rescue Department, Beijing, China","IEEE Photonics Journal","3 Aug 2022","2022","14","4","1","8","The nonlinearity induced by light-emitting diode (LED) affects the normal transmission and reception, which significantly limits the performance of visible light communication (VLC) system. To address the problem induced by the nonlinearity of LED, a post-distorter for orthogonal frequency division multiplexing (OFDM) based VLC is proposed in this paper. Radial basis function (RBF) interpolation, known as an excellent function approximation method, is investigated to implement the nonlinearity mitigations. To further remove the memory effect of LED, which could not be ignored, we propose to extend RBF to a high-dimensional interpolation so that it can eliminate both nonlinearity and memory effect simultaneously. The performance of the proposed RBF extension interpolation is verified by numerical simulations, and a better performance in suppressing nonlinearity is obtained in VLC-OFDM systems as compared with the frequency domain nonlinear compensation method. A signal-to-noise ratio gain of 2dB in terms of ${{{E}_b} \mathord{/ {\vphantom {{{E}_b} {{N}_0}}} } {{N}_0}}$ can be obtained when bit error rate is about 6*10−7 at 6dB power back-off (PBO), while 6dB gain can be achieved when BER is 2*10−4 at 4dB PBO.","1943-0655","","10.1109/JPHOT.2022.3194102","Natural Science Foundation of Shaanxi Province(grant numbers:2019JM-532); National Natural Science Foundation of China(grant numbers:61941105); China Postdoctoral Science Foundation(grant numbers:2017M623129); State Key Laboratory for Underwater Information and Control; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9842300","Memory effect;nonlinear distortion;radial basis function interpolation;visible light communication","Light emitting diodes;Interpolation;Visible light communication;Nonlinear distortion;Peak to average power ratio;Linear systems;Computational modeling","","","","29","CCBY","27 Jul 2022","","","IEEE","IEEE Journals"
"Side-Channel Payload Attacks: Modeling, Demonstration, and Mitigation Strategies","A. Byerly; A. Hennig","Applied Physics Laboratory, Johns Hopkins University, Laurel, MD; Applied Physics Laboratory, Johns Hopkins University, Laurel, MD","2024 IEEE Aerospace Conference","13 May 2024","2024","","","1","9","With the growing dependence on hosted payloads as cost-effective solutions for space missions comes an increasing urgency to understand and mitigate their vulnerabilities in the face of sophisticated cyber threats. This work investigates the specific architectural vulnerabilities of hosted payloads, emphasizing the risk of side-channel attacks. Established methodologies like the Cyber Kill Chain and the Space Attack Research and Tactic Analysis framework are employed to model and evaluate multiple attack vectors and techniques, thereby gauging the risks posed to hosted payloads. Through this analysis, we develop and execute a representative power monitoring attack on a flatsat testbed to provide empirical insights into these vulnerabilities. We then discuss potential countermeasures, such as Zero Trust Architecture (ZTA) principles like micro-segmentation, to address the potential impact of side-channel attacks on hosted payloads and aid in developing resilient, cyber-secure space systems.","1095-323X","979-8-3503-0462-6","10.1109/AERO58975.2024.10521305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10521305","","Space missions;Small satellites;Intrusion detection;Side-channel attacks;Pressing;Vectors;Zero Trust","","","","58","IEEE","13 May 2024","","","IEEE","IEEE Conferences"
"An Effective EMI Mitigation Technique Using Chaotic PWM for Interleaved Boost Converter","S. Natarajan; T. S. Babu; K. Balasubramanian; C. Sain; P. R. Satpathy","School of Electrical Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, India; Electrical and Electronics Engineering, Chaitanya Bharathi Institute of Technology (CBIT), Hydrabad, India; Offshore Technology Development Private Limited, Keppel Offshore and Marine, Singapore; Department of Electrical Engineering, National Institute of Technology, Meghalaya, India; Department of Electrical Engineering, ITER, Siksha ‘O’ Anusandhan Deemed to be University, Bhubaneswar, India","2021 International Conference in Advances in Power, Signal, and Information Technology (APSIT)","21 Dec 2021","2021","","","1","6","In the era of industrialization, DC-DC converters attract high demand and are used in the application of renewable energy, electric vehicles, measuring instruments, portable gadgets, medical instrumentation, aerospace systems, and so on. On the other side, these high switching converters pave the way for harmful Electromagnetic interference (EMI) generation, thereby degrades the performance of the device connected to it. Thus, the reduction of EMI emission in the DC-DC converter is the need of the hour for the efficient functioning of the converter. An interleaved boost converter (IBC) is a preferable DC-DC converter for the high efficient application since they have low input current ripple, quicker transient response, and improved reliability. Hence, in this article authors proposed an effective EMI mitigation method by employing a chaotic pulse width modulation (PWM) switching technique for the enhanced performance of IBC. The proposed technique has been verified by developing a suitable FPGA algorithm for generating the chaotic PWM pulses and interfaced with a prototype of a DC-DC interleaved boost converter. The results obtained from the prototype are presented and discussed in the results section. The fast Fourier transform (FFT) analysis shows the effective suppression of conducted EMI using chaotic PWM switching than classical periodic PWM switching. Thereby, the proposed technique proves the superiority of FPGA based chaotic EMI mitigation technique.","","978-1-6654-2506-3","10.1109/APSIT52773.2021.9641396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9641396","EMI;Interleaved Boost Converter;Chaotic PWM;RCFMFD;FPGA","Transient response;Switching converters;Renewable energy sources;Instruments;Electromagnetic interference;Prototypes;Switches","","","","24","IEEE","21 Dec 2021","","","IEEE","IEEE Conferences"
"Mitigation of SOA-Induced Nonlinearity With the Aid of Deep Learning Neural Networks","K. Wang; C. Wang; J. Zhang; Y. Chen; J. Yu","Key Laboratory for Information Science of Electromagnetic Waves, Fudan University, Shanghai, China; Key Laboratory for Information Science of Electromagnetic Waves, Fudan University, Shanghai, China; Key Laboratory for Information Science of Electromagnetic Waves, Fudan University, Shanghai, China; Key Laboratory for Information Science of Electromagnetic Waves, Fudan University, Shanghai, China; Key Laboratory for Information Science of Electromagnetic Waves, Fudan University, Shanghai, China","Journal of Lightwave Technology","7 Feb 2022","2022","40","4","979","986","Semiconductor optical amplifier (SOA) is a promising solution for future O-band optical amplification. However, the SOA-induced nonlinearity will affect the quality of the signals and cause bit errors. Nowadays, the neural network is a hot topic in communication networks and has been considered a practical algorithm for signals equalization. In this paper, we investigate the performance of the three types of neural networks: deep neural networks (DNN), convolutional neural network (CNN), and long short term memory (LSTM) neural networks for the compensation of the SOA-induced nonlinearity. We first compare the fitting ability of the three neural networks on the saturated response of SOA. Based on the simulation result, LSTM has the best nonlinear expressiveness for the SOA-induced nonlinearity. Subsequently, we do some experimental validations in an intensity modulation and direct-detection (IM/DD) system, where the 100 Gbit/s pulse-amplitude-modulation-4 (PAM4) signals are transmitted over 80 km at O-band using an 18 GHz electro-absorption modulated laser (EML). The bit-error-ratio (BER) results show that the cell states in LSTM play a crucial role in nonlinearity compensation. Furthermore, LSTM offers the best equalization performance and can achieve a receiver sensitivity of −18.0 dBm.","1558-2213","","10.1109/JLT.2021.3126765","National Key Research and Development Program of China Stem Cell and Translational Research(grant numbers:2018YFB1800905); Postdoctoral Innovative Talents Support Program(grant numbers:BX2021071); National Natural Science Foundation of China(grant numbers:61935005,61922025,61527801,61675048,61720106015,61835002,61805043); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609624","CNN;direct detection;DNN;intensity modulation;LSTM;nonlinearities;O-band;PAM;semiconductor optical amplifier","Semiconductor optical amplifiers;Optical saturation;High-speed optical techniques;Neurons;Stimulated emission;Optical distortion;Convolutional neural networks","","11","","26","IEEE","9 Nov 2021","","","IEEE","IEEE Journals"
"Life Cycle Assessment of Lithium-ion Battery Pack: Implications of Second-life and Changes in Charging Electricity","M. S. Koroma; D. Costa; G. Cardellini; M. Messagie","EVERGi Research Group, Vrije Universiteit Brussel, Brussels, Belgium; EVERGi Research Group, Vrije Universiteit Brussel, Brussels, Belgium; EVERGi Research Group, Vrije Universiteit Brussel, Brussels, Belgium; EVERGi Research Group, Vrije Universiteit Brussel, Brussels, Belgium","2021 IEEE Vehicle Power and Propulsion Conference (VPPC)","10 Feb 2022","2021","","","1","6","The impact of battery electric vehicles (BEV) on global warming is influenced by their battery size and charging electricity source. Therefore, Life Cycle Assessment (LCA) studies of BEV may consider changes in the energy sources for charging and the end-of-life management of used batteries. This study conducts an LCA of a BEV battery pack considering the influences of the charging electricity mix and repurposing the used battery. A cradle-to-grave system is considered to assess the environmental impacts of a Lithium-ion battery (LIB) weighing 290 kg and a pack energy density of 188.3 Wh/kg. The LIB cells were repurposed at their first end-of-life, considering a 50% cell conversion rate (CCR) for 5 years second-life. LCA results show a 6% reduction in GWP impact when the share of renewable sources in the charging electricity mix is considered. Considering recycling, an 11% reduction in GWP is found and less than 1% reduction for repurposing the used LIB cells. The sensitivity analysis found marginal benefits for a longer second-life and higher CCR values (>50%). The parameter with the most influence in the results is the source of electricity to charge the repurposed LIB. Thus, the potential benefits of second-life batteries strongly depend on the source of charging electricity followed by a longer second lifetime (>5 years).","1938-8756","978-1-6654-0528-7","10.1109/VPPC53923.2021.9699168","European Union's Horizon 2020 Program(grant numbers:824256); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9699168","Life cycle assessment (LCA);second-life batteries;electric vehicles;li-ion battery","Lithium-ion batteries;Electric potential;Renewable energy sources;Sensitivity analysis;Production;Propulsion;Electric vehicles","","2","","26","IEEE","10 Feb 2022","","","IEEE","IEEE Conferences"
"Modeling and Validation of Common-mode Emissions of Silicon Carbide Enabled Motor Drive in Extended EMC Frequency Range Between 2 kHz and 30 MHz","T. Li; R. Olson; H. Abdallah; N. Sivadanam; R. M. Cuzner","Department of Electrical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI, USA; Department of Electrical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI, USA; Department of Electrical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI, USA; Department of Electrical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI, USA; Department of Electrical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI, USA","2023 IEEE Energy Conversion Congress and Exposition (ECCE)","29 Dec 2023","2023","","","2904","2911","Common-mode current circulation inside smart grids is among the most important issues, especially with the increased usage of high-speed switching power converters. To ensure compatibility within both new and conventional power grids, standard organizations are extending the existing conducted emission electromagnetic compatibility frequency range to include portions of the previously unregulated 2 kHz to 150 kHz range. This article addresses the common-mode emissions modeling of SiC-enabled high-power motor drives between 2 kHz and 30 MHz. The authors use the ""Gray""-box dominating-parasitic-oriented modeling method to provide an accurate and efficient common-mode analysis and mitigation design tool. The modeling case study demonstrated in this article is a 113 kW, 480 V, unfiltered SiC-enabled front-end variable frequency drive operating under different switching frequencies (20 kHz and 100 kHz).","2329-3748","979-8-3503-1644-5","10.1109/ECCE53617.2023.10362219","National Science Foundation; Office of Naval Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10362219","wide-bandgap;common-mode modeling;electro-magnetic compatibility;variable frequency drive","Analytical models;Switching frequency;Electromagnetic interference;Rectifiers;Switches;Predictive models;Electromagnetic compatibility","","","","23","IEEE","29 Dec 2023","","","IEEE","IEEE Conferences"
